researcher_id,pubs,full_name,citations_mean,altmetric_mean,last_pub_year,url
ur.011673465237.05,20,Christian Gieger,133.55,204.2,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011673465237.05
ur.01301232211.13,20,Ozren Polasek,102.0,239.1,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01301232211.13
ur.011517303117.07,20,Mark J Daly,368.35,181.1,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011517303117.07
ur.01033044533.08,20,Peter M. Visscher,236.3,365.25,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01033044533.08
ur.01061331247.57,19,Michael Boehnke,136.0,136.89473684210526,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01061331247.57
ur.01335473265.62,19,Mika Kähönen,114.63157894736842,202.0,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01335473265.62
ur.015600745002.61,19,John R B Perry,246.57894736842104,349.63157894736844,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015600745002.61
ur.01133572106.62,19,Stephan Ripke,391.89473684210526,338.5263157894737,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01133572106.62
ur.0606704334.54,19,Nilesh J Samani,110.57894736842105,152.26315789473685,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0606704334.54
ur.0611467633.09,19,Hreinn Stefansson,192.47368421052633,339.3157894736842,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0611467633.09
ur.01022740164.96,19,Veikko Salomaa,139.05263157894737,254.0,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01022740164.96
ur.01250033404.09,19,Cecilia M. Lindgren,115.6842105263158,177.21052631578948,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01250033404.09
ur.0657532321.26,19,Yoichiro Kamatani,98.3157894736842,136.47368421052633,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0657532321.26
ur.016323146432.35,19,Michiaki Kubo,148.52631578947367,99.89473684210526,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016323146432.35
ur.01217411134.93,18,Hilary K. Finucane,362.44444444444446,186.05555555555554,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01217411134.93
ur.01117721120.30,18,Grant W. Montgomery,201.83333333333334,448.05555555555554,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01117721120.30
ur.01300757630.84,18,Paolo Gasparini,59.44444444444444,178.22222222222223,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01300757630.84
ur.01367042426.41,18,Martina Müller-Nurasyid,112.0,165.88888888888889,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01367042426.41
ur.01056637062.63,18,Sandosh Padmanabhan,94.77777777777777,180.88888888888889,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01056637062.63
ur.0770340363.50,18,Danish Saleheen,106.27777777777777,190.11111111111111,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0770340363.50
ur.0576775630.15,18,Igor Rudan,100.16666666666667,255.88888888888889,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0576775630.15
ur.07773763167.28,18,Joanna M. M. Howson,108.0,190.66666666666666,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.07773763167.28
ur.01005203363.26,18,Erwin P. Bottinger,107.27777777777777,155.22222222222223,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01005203363.26
ur.010403073577.20,18,Stephen J Chanock,107.88888888888889,208.55555555555554,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010403073577.20
ur.012470551052.55,18,Robert A Scott,95.33333333333333,218.5,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012470551052.55
ur.01276752315.18,18,Veronique Vitart,68.11111111111111,224.5,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01276752315.18
ur.01134046226.44,18,Tune H. Pers,160.5,337.55555555555554,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01134046226.44
ur.01117072553.44,17,Annette Peters,126.0,159.8235294117647,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01117072553.44
ur.0712215644.00,17,Joe Dennis,87.05882352941177,267.3529411764706,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0712215644.00
ur.013236063322.64,17,Lenore J. Launer,155.41176470588235,250.64705882352942,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013236063322.64
ur.01175557647.16,17,Cristen J. Willer,96.3529411764706,174.76470588235293,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01175557647.16
ur.01356633042.87,17,Karen L. Mohlke,106.23529411764706,172.58823529411765,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01356633042.87
ur.01077652051.47,17,Philippe Amouyel,107.29411764705883,222.8235294117647,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01077652051.47
ur.01366065163.97,17,Gisli Masson,77.88235294117646,168.58823529411765,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01366065163.97
ur.01034602463.88,16,Paul D P Pharoah,73.3125,263.375,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01034602463.88
ur.0750524661.10,16,Nancy L Pedersen,232.125,373.5,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0750524661.10
ur.01171532202.66,16,Oscar H. Franco,102.375,133.375,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01171532202.66
ur.01345347020.14,16,Dennis O. Mook-Kanamori,93.25,290.875,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01345347020.14
ur.0657037321.56,16,Yukinori Okada,149.3125,132.5,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0657037321.56
ur.01074226355.01,16,Sarah E. Medland,186.125,508.9375,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01074226355.01
ur.0730724336.65,16,Jian Yang,326.6875,375.3125,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0730724336.65
ur.0670056120.12,16,Albert Hofman,164.0,381.8125,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0670056120.12
ur.01120140410.39,16,Lili Milani,210.0,483.3125,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01120140410.39
ur.010146517105.13,16,Yingchang Lu,95.8125,150.5625,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010146517105.13
ur.01220643160.06,16,Ingileif Jonsdottir,57.625,116.625,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01220643160.06
ur.012010266137.38,16,Michael C. O’Donovan,206.6875,264.875,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012010266137.38
ur.01014232611.51,16,Paul Elliott,80.3125,162.125,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01014232611.51
ur.01276147702.63,16,Evangelos Evangelou,86.5,164.6875,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01276147702.63
ur.01020276562.45,16,Leo-Pekka Lyytikäinen,74.6875,180.8125,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01020276562.45
ur.0610017257.08,16,Gonneke Willemsen,142.4375,354.25,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0610017257.08
ur.0664172257.33,16,Børge G. Nordestgaard,111.8125,206.9375,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0664172257.33
ur.0756060406.94,16,John C. Chambers,131.0,189.375,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0756060406.94
ur.010001043302.06,16,Augustine Kong,102.6875,234.0625,2018,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010001043302.06
ur.016126404017.45,16,Xiuqing Guo,114.75,162.125,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016126404017.45
ur.01325407235.18,15,Diether Lambrechts,93.33333333333333,217.0,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01325407235.18
ur.01263457230.91,15,Ole A. Andreassen,181.2,194.06666666666666,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01263457230.91
ur.01363244334.84,15,Louise V Wain,99.73333333333333,143.0,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01363244334.84
ur.01006410206.09,15,Fernando Rivadeneira,110.13333333333334,250.26666666666668,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01006410206.09
ur.01347664403.23,15,Peter Kraft,120.26666666666667,298.1333333333333,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01347664403.23
ur.01352171051.53,15,Konstantin Strauch,117.93333333333334,217.0,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01352171051.53
ur.0747162463.84,15,Stella Trompet,111.2,168.26666666666668,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0747162463.84
ur.01277325446.86,15,Najaf Amin,147.4,370.06666666666666,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01277325446.86
ur.0751112610.31,15,Myriam Fornage,113.33333333333333,213.53333333333333,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0751112610.31
ur.01127542415.10,15,Alex W. Hewitt,74.2,163.33333333333334,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01127542415.10
ur.01326615365.18,15,Danielle Posthuma,253.8,547.9333333333333,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01326615365.18
ur.016663274647.87,15,Praveen Surendran,97.13333333333334,192.13333333333333,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016663274647.87
ur.01024027537.42,15,Naomi R Wray,254.26666666666668,257.0,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01024027537.42
ur.01272012610.98,15,Antonietta Robino,64.73333333333333,235.86666666666667,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01272012610.98
ur.012050176237.32,15,Joshua C. Bis,134.6,194.0,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012050176237.32
ur.01160031210.84,15,Vilmantas Giedraitis,102.8,186.46666666666667,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01160031210.84
ur.016466407337.40,15,Panos Deloukas,131.66666666666666,173.4,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016466407337.40
ur.015012714437.80,15,Patrick F. Sullivan,259.0,424.2,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015012714437.80
ur.01326563003.30,14,Ruifang Li-Gao,85.57142857142857,276.57142857142856,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01326563003.30
ur.0734135057.55,14,Johanna Kuusisto,148.0,134.21428571428572,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0734135057.55
ur.0772101217.51,14,Ching-Yu Cheng,76.0,98.14285714285714,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0772101217.51
ur.0675500473.09,14,Joel N. Hirschhorn,106.14285714285714,150.28571428571428,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0675500473.09
ur.012766272254.47,14,Timothy M. Frayling,112.21428571428571,235.92857142857142,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012766272254.47
ur.0765447455.52,14,Oluf Pedersen,108.78571428571429,197.78571428571428,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0765447455.52
ur.01053125172.25,14,Francesco Cucca,174.64285714285714,233.0,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01053125172.25
ur.01022655174.11,14,Charles Kooperberg,106.07142857142857,146.0,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01022655174.11
ur.01047400610.27,14,Alexander Gusev,272.2142857142857,71.57142857142857,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01047400610.27
ur.015565463537.09,14,Stephen S Rich,138.21428571428572,150.64285714285714,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015565463537.09
ur.01212126575.59,14,Kerrin S. Small,81.64285714285714,192.85714285714286,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01212126575.59
ur.0732505060.44,14,Graham G Giles,108.21428571428571,286.7857142857143,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0732505060.44
ur.01033261006.89,14,Honghuang Lin,108.5,179.64285714285714,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01033261006.89
ur.0611452663.46,14,Sune F. Nielsen,108.28571428571429,222.5,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0611452663.46
ur.01104357207.40,14,Markus Perola,101.0,195.71428571428572,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01104357207.40
ur.0715746475.38,14,Uwe Völker,70.57142857142857,175.0,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0715746475.38
ur.01051674732.59,14,Patricia B. Munroe,93.21428571428571,173.5,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01051674732.59
ur.012230156744.42,14,David Porteous,176.5,310.2857142857143,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012230156744.42
ur.0611555753.26,14,Niels Grarup,108.78571428571429,197.78571428571428,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0611555753.26
ur.01300106701.65,14,Patrick T. Ellinor,117.57142857142857,233.5,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01300106701.65
ur.0610570026.87,14,Jouke-Jan Hottenga,161.0,336.7857142857143,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0610570026.87
ur.014424006237.85,13,Tim D Spector,153.0,451.61538461538464,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014424006237.85
ur.01266747622.46,13,Jenny Chang-Claude,103.92307692307692,243.46153846153845,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01266747622.46
ur.0612256763.55,13,Jennifer E. Huffman,97.6923076923077,154.0,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0612256763.55
ur.0700374216.54,13,Gardar Sveinbjornsson,52.76923076923077,74.07692307692308,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0700374216.54
ur.01155553465.69,13,Helen R. Warren,101.0,187.07692307692307,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01155553465.69
ur.015725517277.33,13,Thomas Meitinger,142.15384615384616,306.9230769230769,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015725517277.33
ur.011106724015.15,13,Ilaria Gandin,67.3076923076923,257.84615384615387,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011106724015.15
ur.0742714555.32,13,Pim van der Harst,115.6923076923077,163.3846153846154,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0742714555.32
ur.01302157177.43,13,Niek Verweij,98.07692307692308,122.3076923076923,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01302157177.43
ur.01100532760.37,13,Inês Barroso,96.92307692307692,127.76923076923077,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01100532760.37
ur.01270311401.64,13,Alexander Teumer,153.15384615384616,295.61538461538464,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01270311401.64
ur.01016372227.74,13,Colin N. A. Palmer,122.6923076923077,158.3846153846154,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01016372227.74
ur.0703577540.65,13,Kristian Hveem,118.07692307692308,169.46153846153845,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0703577540.65
ur.015767231737.16,13,Jaakko Kaprio,116.46153846153847,410.38461538461536,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015767231737.16
ur.014514614637.17,13,Melissa C. Southey,113.0,301.0769230769231,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014514614637.17
ur.01354003761.82,13,Blair H. Smith,118.53846153846153,250.07692307692307,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01354003761.82
ur.01310503443.70,13,Gail Davies,187.69230769230768,365.84615384615387,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01310503443.70
ur.01310516710.30,13,Shamil R. Sunyaev,60.0,66.23076923076923,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01310516710.30
ur.015224655437.42,13,Eco J C de Geus,156.6153846153846,303.9230769230769,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015224655437.42
ur.01060172311.14,13,James F. Wilson,137.0,407.46153846153845,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01060172311.14
ur.0637662640.88,13,Allan Linneberg,113.0,198.6153846153846,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0637662640.88
ur.01153432015.08,13,Harold Snieder,170.76923076923077,274.7692307692308,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01153432015.08
ur.01070452435.44,12,Todd L. Edwards,62.0,150.0,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01070452435.44
ur.0740324166.54,12,Zoltán Kutalik,138.91666666666666,421.0,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0740324166.54
ur.011032430067.08,12,Jie Yao,108.91666666666667,160.66666666666666,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011032430067.08
ur.01332326377.02,12,Anna Jakubowska,96.83333333333333,191.33333333333334,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01332326377.02
ur.01012310162.58,12,Georgia Chenevix-Trench,116.0,254.33333333333334,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01012310162.58
ur.0624332664.74,12,Rajiv Chowdhury,104.5,197.5,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0624332664.74
ur.0763100407.41,12,Peter K. Joshi,116.5,484.3333333333333,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0763100407.41
ur.01002652773.15,12,Joyce Y Tung,205.33333333333334,629.9166666666666,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01002652773.15
ur.01106432311.84,12,Paul W Franks,126.08333333333333,141.08333333333334,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01106432311.84
ur.010767115622.22,12,Andrew D Johnson,109.41666666666667,172.16666666666666,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010767115622.22
ur.0736477270.05,12,Lars G. Fritsche,117.16666666666667,141.08333333333334,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0736477270.05
ur.014366020547.03,12,Andrew D. Morris,132.66666666666666,156.08333333333334,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014366020547.03
ur.01316313531.32,12,Gad Getz,186.16666666666666,110.66666666666667,2018,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01316313531.32
ur.01071376774.64,12,Agnar Helgason,75.08333333333333,215.5,2018,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01071376774.64
ur.01041444737.29,12,Francis S. Collins,113.08333333333333,168.33333333333334,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01041444737.29
ur.012151130377.17,12,E Shyong Tai,108.83333333333333,174.66666666666666,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012151130377.17
ur.011644054634.17,12,Yii-Der Ida Chen,97.75,156.08333333333334,2019,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011644054634.17
ur.012114463457.52,12,Soumya Raychaudhuri,152.0,54.666666666666664,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012114463457.52
ur.01066354456.51,12,Steven Gazal,72.0,32.583333333333336,2020,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01066354456.51
