year,id,journal.id,journal.title
2020,pub.1125950416,jour.1024947,BMC Medical Genetics
2020,pub.1125429374,jour.1043282,Nature Communications
2020,pub.1126049488,jour.1043282,Nature Communications
2020,pub.1124653717,jour.1024957,BMC Musculoskeletal Disorders
2020,pub.1125123694,jour.1045337,Scientific Reports
2020,pub.1125564865,jour.1045337,Scientific Reports
2020,pub.1125754620,jour.1043282,Nature Communications
2020,pub.1125089049,jour.1045337,Scientific Reports
2020,pub.1124132419,jour.1022375,Breast Cancer Research
2020,pub.1125764000,jour.1297499,Arthritis Research & Therapy
2020,pub.1126057051,jour.1043282,Nature Communications
2020,pub.1124591353,jour.1043282,Nature Communications
2020,pub.1124121646,jour.1043282,Nature Communications
2020,pub.1124411479,jour.1048594,Acta Neuropathologica Communications
2020,pub.1124014922,jour.1040124,Genome Medicine
2020,pub.1123910379,jour.1043282,Nature Communications
2020,pub.1125041295,jour.1043282,Nature Communications
2020,pub.1125491753,jour.1043282,Nature Communications
2020,pub.1123949484,jour.1050678,Scientific Data
2020,pub.1124935719,jour.1045337,Scientific Reports
2020,pub.1125613860,jour.1031021,Cardiovascular Diabetology
2020,pub.1124774600,jour.1043282,Nature Communications
2020,pub.1125929244,jour.1042271,Clinical Epigenetics
2020,pub.1124596611,jour.1043282,Nature Communications
2020,pub.1125502825,jour.1043282,Nature Communications
2020,pub.1125943079,jour.1043282,Nature Communications
2020,pub.1124817103,jour.1358850,International Journal of Bipolar Disorders
2020,pub.1126009942,jour.1043282,Nature Communications
2020,pub.1123755041,jour.1040124,Genome Medicine
2020,pub.1124189643,jour.1043282,Nature Communications
2020,pub.1123936558,jour.1040785,Diabetology & Metabolic Syndrome
2020,pub.1125628606,jour.1024940,BMC Medical Research Methodology
2020,pub.1125400520,jour.1300829,Communications Biology
2020,pub.1124216780,jour.1024635,BMC Pediatrics
2020,pub.1124551038,jour.1045337,Scientific Reports
2020,pub.1124559152,jour.1052988,npj Breast Cancer
2020,pub.1124914323,jour.1045271,Translational Psychiatry
2020,pub.1124911025,jour.1045271,Translational Psychiatry
2020,pub.1124120492,jour.1045337,Scientific Reports
2020,pub.1125163807,jour.1024952,BMC Psychiatry
2020,pub.1125682094,jour.1045337,Scientific Reports
2020,pub.1124469437,jour.1024957,BMC Musculoskeletal Disorders
2020,pub.1125115778,jour.1022375,Breast Cancer Research
2020,pub.1125315543,jour.1040124,Genome Medicine
2020,pub.1126104497,jour.1043282,Nature Communications
2020,pub.1126729215,jour.1043709,Molecular Autism
2020,pub.1123815256,jour.1042271,Clinical Epigenetics
2020,pub.1125977798,jour.1043282,Nature Communications
2020,pub.1124147887,jour.1043282,Nature Communications
2020,pub.1124885216,jour.1042271,Clinical Epigenetics
2020,pub.1124060153,jour.1028426,BMC Endocrine Disorders
2020,pub.1124910780,jour.1045271,Translational Psychiatry
2020,pub.1124912158,jour.1045271,Translational Psychiatry
2020,pub.1125615082,jour.1043282,Nature Communications
2020,pub.1125754157,jour.1043282,Nature Communications
2020,pub.1125823053,jour.1032885,BMC Medicine
2020,pub.1126000165,jour.1043282,Nature Communications
2020,pub.1123836711,jour.1041797,Alzheimer's Research & Therapy
2020,pub.1125109477,jour.1023439,Genome Biology
2020,pub.1124430484,jour.1045337,Scientific Reports
2020,pub.1124911680,jour.1045271,Translational Psychiatry
2020,pub.1124913376,jour.1045271,Translational Psychiatry
2020,pub.1125770299,jour.1045271,Translational Psychiatry
2020,pub.1123948342,jour.1023439,Genome Biology
2020,pub.1125709453,jour.1040124,Genome Medicine
2020,pub.1125090780,jour.1045271,Translational Psychiatry
2020,pub.1125903608,jour.1043282,Nature Communications
2020,pub.1125034666,jour.1023439,Genome Biology
2020,pub.1125099382,jour.1043282,Nature Communications
2020,pub.1125901483,jour.1300829,Communications Biology
2020,pub.1125095294,jour.1043282,Nature Communications
2020,pub.1125090415,jour.1043282,Nature Communications
2020,pub.1125037720,jour.1043282,Nature Communications
2020,pub.1126006614,jour.1043282,Nature Communications
2020,pub.1123847038,jour.1043282,Nature Communications
2020,pub.1126391820,jour.1045337,Scientific Reports
2020,pub.1125663953,jour.1023790,BMC Genomics
2020,pub.1125051762,jour.1101545,Current Opinion in Neurobiology
2020,pub.1126104537,jour.1091386,Appetite
2020,pub.1125558765,jour.1095810,Computers in Human Behavior
2020,pub.1125609968,jour.1086960,Progress in Neuro-Psychopharmacology and Biological Psychiatry
2020,pub.1125453497,jour.1091386,Appetite
2020,pub.1126503128,jour.1100328,Cytokine
2020,pub.1122334024,jour.1358156,International Journal of Cancer
2020,pub.1120929036,jour.1358156,International Journal of Cancer
2020,pub.1125053622,jour.1367613,NAR Genomics and Bioinformatics
2020,pub.1122337932,jour.1017738,The Journal of Clinical Endocrinology & Metabolism
2020,pub.1126508053,jour.1017738,The Journal of Clinical Endocrinology & Metabolism
2020,pub.1124240557,jour.1017738,The Journal of Clinical Endocrinology & Metabolism
2020,pub.1125863160,jour.1017738,The Journal of Clinical Endocrinology & Metabolism
2020,pub.1126276883,jour.1046459,Journal of Global Health
2020,pub.1125621191,jour.1017827,Journal of Psychosomatic Research
2020,pub.1122665729,jour.1103473,Supportive Care in Cancer
2020,pub.1122699045,jour.1358156,International Journal of Cancer
2020,pub.1124844348,jour.1091979,Neurobiology of Aging
2020,pub.1125693651,jour.1056681,Journal of Clinical Epidemiology
2020,pub.1125116068,jour.1017014,American Journal of Ophthalmology
2020,pub.1125952744,jour.1017752,Journal of the Neurological Sciences
2020,pub.1125612455,jour.1086756,Gene
2020,pub.1125624215,jour.1086756,Gene
2020,pub.1110669178,jour.1013563,Journal of Behavior Therapy and Experimental Psychiatry
2020,pub.1126276884,jour.1046459,Journal of Global Health
2020,pub.1125501377,jour.1056681,Journal of Clinical Epidemiology
2020,pub.1125134927,jour.1093461,Statistics in Medicine
2020,pub.1121433574,jour.1358156,International Journal of Cancer
2020,pub.1119898569,jour.1358156,International Journal of Cancer
2020,pub.1120105860,jour.1358156,International Journal of Cancer
2020,pub.1121996266,jour.1358156,International Journal of Cancer
2020,pub.1118088377,jour.1358156,International Journal of Cancer
2020,pub.1119863854,jour.1358156,International Journal of Cancer
2020,pub.1124453626,jour.1095659,Pediatric Neurology
2020,pub.1123512099,jour.1019560,Annals of Human Genetics
2020,pub.1124549067,jour.1017574,Cancer
2020,pub.1124917495,jour.1103053,NeuroImage
2020,pub.1122022851,jour.1017409,Clinical Pharmacology & Therapeutics
2020,pub.1124281943,jour.1001482,Diabetologia
2020,pub.1124079027,jour.1098265,Journal of Trace Elements in Medicine and Biology
2020,pub.1125153880,jour.1103053,NeuroImage
2020,pub.1122813553,jour.1119025,Developmental Science
2020,pub.1124774631,jour.1009646,Molecular Genetics and Metabolism
2020,pub.1122554523,jour.1019815,British Journal of Ophthalmology
2020,pub.1125101905,jour.1009788,Journal of Electrocardiology
2020,pub.1123670036,jour.1011551,Medicine & Science in Sports & Exercise
2020,pub.1126057626,jour.1017226,Annals of the Rheumatic Diseases
2020,pub.1120656235,jour.1019815,British Journal of Ophthalmology
2020,pub.1121622751,jour.1018525,Digestive Diseases and Sciences
2020,pub.1125320951,jour.1015410,Thrombosis Research
2020,pub.1124177143,jour.1019073,Acta Neuropathologica
2020,pub.1125855388,jour.1019073,Acta Neuropathologica
2020,pub.1124010017,jour.1103053,NeuroImage
2020,pub.1117874548,jour.1358156,International Journal of Cancer
2020,pub.1125429798,jour.1103715,Diabetes Care
2020,pub.1124298428,jour.1001482,Diabetologia
2020,pub.1123024985,jour.1077104,Journal of Medical Genetics
2020,pub.1124660140,jour.1019073,Acta Neuropathologica
2020,pub.1126023648,jour.1005854,Hypertension
2020,pub.1123345519,jour.1019560,Annals of Human Genetics
2020,pub.1117786909,jour.1358156,International Journal of Cancer
2020,pub.1122255859,jour.1358061,Journal of Investigative Dermatology
2020,pub.1125498226,jour.1085982,Human Genetics
2020,pub.1125560523,jour.1049139,The Lancet Diabetes & Endocrinology
2020,pub.1124427165,jour.1031884,Economics & Human Biology
2020,pub.1124190335,jour.1018130,American Journal of Physical Anthropology
2020,pub.1124839994,jour.1088601,Maturitas
2020,pub.1122479765,jour.1115088,Journal of Cardiovascular Pharmacology and Therapeutics
2020,pub.1124905568,jour.1017825,Journal of Psychiatric Research
2020,pub.1124013912,jour.1017081,Heart
2020,pub.1124587167,jour.1119344,The Journal of Gene Medicine
2020,pub.1126020175,jour.1358103,European Journal of Endocrinology
2020,pub.1123346475,jour.1103410,European Journal of Human Genetics
2020,pub.1125432754,jour.1103715,Diabetes Care
2020,pub.1125765406,jour.1085982,Human Genetics
2020,pub.1125435069,jour.1017226,Annals of the Rheumatic Diseases
2020,pub.1123264780,jour.1092720,American Journal of Kidney Diseases
2020,pub.1125792463,jour.1084650,Drug and Alcohol Dependence
2020,pub.1123776833,jour.1103410,European Journal of Human Genetics
2020,pub.1125327120,jour.1313391,Neurology Neuroimmunology & Neuroinflammation
2020,pub.1122602527,jour.1017855,The Journal of Urology
2020,pub.1122098176,jour.1099176,Neuropsychopharmacology
2020,pub.1125841329,jour.1118265,Public Health Nutrition
2020,pub.1122525798,jour.1103183,European Journal of Cancer Prevention
2020,pub.1122301369,jour.1099062,Psychology and Aging
2020,pub.1123750602,jour.1095400,Journal of Hepatology
2020,pub.1123464690,jour.1358156,International Journal of Cancer
2020,pub.1124145920,jour.1014244,Applied Ergonomics
2020,pub.1124656153,jour.1009554,Environmental Research
2020,pub.1120268747,jour.1019815,British Journal of Ophthalmology
2020,pub.1123776089,jour.1103410,European Journal of Human Genetics
2020,pub.1125717493,jour.1089762,Journal of Affective Disorders
2020,pub.1124365618,jour.1097410,International Journal of Geriatric Psychiatry
2020,pub.1122747635,jour.1000907,Addiction
2020,pub.1125995626,jour.1085982,Human Genetics
2020,pub.1126155903,jour.1013420,Atherosclerosis
2020,pub.1125499769,jour.1009570,Circulation
2020,pub.1126046305,jour.1119070,Journal of Alzheimer's Disease
2020,pub.1125717800,jour.1101150,Thyroid
2020,pub.1125841248,jour.1017222,Annals of Internal Medicine
2020,pub.1126176810,jour.1101566,Scandinavian Journal of Medicine and Science in Sports
2020,pub.1126748996,jour.1017255,JAMA Neurology
2020,pub.1126807926,jour.1095636,European Journal of Epidemiology
2020,pub.1126789993,jour.1293558,bioRxiv
2020,pub.1126790399,jour.1047645,Translational Vision Science & Technology
2020,pub.1126782055,jour.1017429,The FASEB Journal
2020,pub.1126789990,jour.1293558,bioRxiv
2020,pub.1114227175,jour.1113743,The Journals of Gerontology Series A
2020,pub.1110910302,jour.1113743,The Journals of Gerontology Series A
2020,pub.1126759311,jour.1293558,bioRxiv
2020,pub.1126759368,jour.1293558,bioRxiv
2020,pub.1122817446,jour.1113743,The Journals of Gerontology Series A
2020,pub.1126764064,jour.1100405,Psychological Science
2020,pub.1126759360,jour.1293558,bioRxiv
2020,pub.1114498943,jour.1113743,The Journals of Gerontology Series A
2020,pub.1126752672,jour.1013101,Stroke
2020,pub.1126789852,jour.1369542,medRxiv
2020,pub.1126747130,jour.1027083,eCells & Materials
2020,pub.1126615597,jour.1092859,Toxicological Sciences
2020,pub.1126747753,jour.1105433,Human Brain Mapping
2020,pub.1125144116,jour.1371199,Allergy
2020,pub.1126759398,jour.1293558,bioRxiv
2020,pub.1125754864,jour.1042630,Journal of Diabetes Investigation
2020,pub.1126728665,jour.1086359,Investigative Ophthalmology & Visual Science
2020,pub.1124059030,jour.1113735,Clinical Cancer Research
2020,pub.1126150921,jour.1020821,Environmental Microbiology
2020,pub.1126665613,jour.1045166,Frontiers in Immunology
2020,pub.1126703477,jour.1293558,bioRxiv
2020,pub.1126667771,jour.1022778,Nature Immunology
2020,pub.1126567067,jour.1300619,JNCI Cancer Spectrum
2020,pub.1126650444,jour.1017429,The FASEB Journal
2020,pub.1126706692,jour.1103715,Diabetes Care
2020,pub.1126709349,jour.1012008,Journal of Geriatric Psychiatry and Neurology
2020,pub.1126671620,jour.1312353,JAMA Psychiatry
2020,pub.1123514048,jour.1345383,Bioinformatics
2020,pub.1126667075,jour.1045144,Frontiers in Genetics
2020,pub.1126671176,jour.1103300,Blood Pressure
2020,pub.1126700639,jour.1034974,PLOS Genetics
2020,pub.1123792055,jour.1017574,Cancer
2020,pub.1126665181,jour.1001482,Diabetologia
2020,pub.1124197777,jour.1102504,Human Molecular Genetics
2020,pub.1126666315,jour.1284474,Nature Ecology & Evolution
2020,pub.1126694704,jour.1103715,Diabetes Care
2020,pub.1126664609,jour.1369542,medRxiv
2020,pub.1126662436,jour.1369542,medRxiv
2020,pub.1126718953,jour.1297338,Social Sciences
2020,pub.1126709075,jour.1042723,Nutrients
2020,pub.1126666840,jour.1014075,New England Journal of Medicine
2020,pub.1126665702,jour.1369542,medRxiv
2020,pub.1124905828,jour.1327770,Cerebral Cortex
2020,pub.1126644983,jour.1358156,International Journal of Cancer
2020,pub.1126647055,jour.1097936,European Journal of Clinical Nutrition
2020,pub.1126645848,jour.1313388,Annals of Clinical and Translational Neurology
2020,pub.1124271282,jour.1294941,Archivos de Cardiología de México
2020,pub.1126658153,jour.1369542,medRxiv
2020,pub.1126643386,jour.1377100,Genetics & Genomics Next
2020,pub.1126662155,jour.1293558,bioRxiv
2020,pub.1126636614,jour.1081904,Journal of the American Geriatrics Society
2020,pub.1126649241,jour.1034974,PLOS Genetics
2020,pub.1126645112,jour.1037553,PLoS ONE
2020,pub.1126637794,jour.1088755,Sleep
2020,pub.1126664512,jour.1293558,bioRxiv
2020,pub.1126627956,jour.1099176,Neuropsychopharmacology
2020,pub.1126670831,jour.1042723,Nutrients
2020,pub.1126635803,jour.1034467,Alzheimer's & Dementia
2020,pub.1126624346,jour.1369542,medRxiv
2020,pub.1126627824,jour.1092777,Breast Cancer Research and Treatment
2020,pub.1126623987,jour.1369542,medRxiv
2020,pub.1126626428,jour.1008333,Huisarts en wetenschap
2020,pub.1126626367,jour.1369542,medRxiv
2020,pub.1126595245,jour.1086831,Annals of Neurology
2020,pub.1126625045,jour.1369542,medRxiv
2020,pub.1126670349,jour.1049675,Microorganisms
2020,pub.1126504508,jour.1081531,JAMA
2020,pub.1126593601,jour.1101916,Cancer Epidemiology Biomarkers & Prevention
2020,pub.1126584406,jour.1293558,bioRxiv
2020,pub.1126498465,jour.1294984,Journal of Human Genetics
2020,pub.1126508508,jour.1005854,Hypertension
2020,pub.1126615940,jour.1293558,bioRxiv
2020,pub.1126393096,jour.1017442,Heredity
2020,pub.1126395177,jour.1017738,The Journal of Clinical Endocrinology & Metabolism
2020,pub.1126497915,jour.1023804,Haematologica
2020,pub.1125736327,jour.1039135,Journal of Crohn's and Colitis
2020,pub.1126277378,jour.1046624,Journal of the American Heart Association
2020,pub.1126164007,jour.1052556,European Heart Journal - Cardiovascular Pharmacotherapy
2020,pub.1126086408,jour.1345383,Bioinformatics
2020,pub.1126498369,jour.1136887,PeerJ
2020,pub.1126496516,jour.1369542,medRxiv
2020,pub.1126274862,jour.1096585,Movement Disorders
2020,pub.1126277962,jour.1113743,The Journals of Gerontology Series A
2020,pub.1126372819,jour.1091552,Carcinogenesis
2020,pub.1125512438,jour.1091325,European Heart Journal
2020,pub.1126394293,jour.1113743,The Journals of Gerontology Series A
2020,pub.1126387076,jour.1298113,International Journal for Population Data Science
2020,pub.1126186228,jour.1013101,Stroke
2020,pub.1126182118,jour.1297427,Clinical and Experimental Ophthalmology
2020,pub.1126270636,jour.1369542,medRxiv
2020,pub.1125512426,jour.1059210,Clinical Chemistry
2020,pub.1126156720,jour.1005853,Circulation Research
2020,pub.1126173520,jour.1293558,bioRxiv
2020,pub.1126156793,jour.1297397,Twin Research and Human Genetics
2020,pub.1126179786,jour.1369542,medRxiv
2020,pub.1126174653,jour.1369542,medRxiv
2020,pub.1126183850,jour.1034963,PLoS Pathogens
2020,pub.1126151989,jour.1358828,The Medical Journal of Australia
2020,pub.1126156986,jour.1327770,Cerebral Cortex
2020,pub.1126180331,jour.1103473,Supportive Care in Cancer
2020,pub.1126174816,jour.1040297,Cancer Prevention Research
2020,pub.1126171286,jour.1369542,medRxiv
2020,pub.1126171871,jour.1369542,medRxiv
2020,pub.1123752670,jour.1358108,Journal of the National Cancer Institute
2020,pub.1126150987,jour.1293558,bioRxiv
2020,pub.1126156854,jour.1092853,Cephalalgia
2020,pub.1126045809,jour.1345383,Bioinformatics
2020,pub.1126149001,jour.1030201,Aging Clinical and Experimental Research
2020,pub.1126142331,jour.1021044,European Journal of Heart Failure
2020,pub.1126147266,jour.1369542,medRxiv
2020,pub.1126109792,jour.1008525,Acta Diabetologica
2020,pub.1126121103,jour.1102504,Human Molecular Genetics
2020,pub.1125753722,jour.1095137,Diabetic Medicine
2020,pub.1122932831,jour.1047869,JMIR Research Protocols
2020,pub.1126107951,jour.1090493,American Journal of Epidemiology
2020,pub.1126105668,jour.1358156,International Journal of Cancer
2020,pub.1126030426,jour.1102504,Human Molecular Genetics
2020,pub.1126104874,jour.1021044,European Journal of Heart Failure
2020,pub.1126121290,jour.1293558,bioRxiv
2020,pub.1126125291,jour.1101916,Cancer Epidemiology Biomarkers & Prevention
2020,pub.1126052656,jour.1020183,Scandinavian Journal of Statistics
2020,pub.1125924177,jour.1090493,American Journal of Epidemiology
2020,pub.1126083166,jour.1008525,Acta Diabetologica
2020,pub.1117923449,jour.1093482,Journal of the American College of Nutrition
2020,pub.1126090414,jour.1037553,PLoS ONE
2020,pub.1126057502,jour.1052536,ESC Heart Failure
2020,pub.1126087101,jour.1293558,bioRxiv
2020,pub.1121231237,jour.1036466,Epigenetics
2020,pub.1126089840,jour.1037553,PLoS ONE
2020,pub.1126090612,jour.1037553,PLoS ONE
2020,pub.1126087067,jour.1369542,medRxiv
2020,pub.1126088174,jour.1077125,Gut
2020,pub.1126087114,jour.1293558,bioRxiv
2020,pub.1123246289,jour.1300619,JNCI Cancer Spectrum
2020,pub.1123925365,jour.1017023,American Journal of Psychiatry
2020,pub.1124047830,jour.1031176,Metabolic Syndrome and Related Disorders
2020,pub.1124625334,jour.1017305,Brain
2020,pub.1126055633,jour.1293558,bioRxiv
2020,pub.1126059131,jour.1054214,Psychological Medicine
2020,pub.1126060848,jour.1294896,Clinical Chemistry and Laboratory Medicine
2020,pub.1113407430,jour.1087544,International Journal of Epidemiology
2020,pub.1117071157,jour.1358108,Journal of the National Cancer Institute
2020,pub.1117924827,jour.1358108,Journal of the National Cancer Institute
2020,pub.1125639333,jour.1017738,The Journal of Clinical Endocrinology & Metabolism
2020,pub.1121453369,jour.1358108,Journal of the National Cancer Institute
2020,pub.1123730714,jour.1300619,JNCI Cancer Spectrum
2020,pub.1124377176,jour.1053069,JAMA Cardiology
2020,pub.1123289768,jour.1091325,European Heart Journal
2020,pub.1122169894,jour.1312353,JAMA Psychiatry
2020,pub.1123292477,jour.1017738,The Journal of Clinical Endocrinology & Metabolism
2020,pub.1126051945,jour.1101916,Cancer Epidemiology Biomarkers & Prevention
2020,pub.1120233112,jour.1087544,International Journal of Epidemiology
2020,pub.1123289856,jour.1358108,Journal of the National Cancer Institute
2020,pub.1126060775,jour.1100708,Journal of the American Society of Nephrology
2020,pub.1126048650,jour.1369542,medRxiv
2020,pub.1124197791,jour.1087544,International Journal of Epidemiology
2020,pub.1112708485,jour.1087544,International Journal of Epidemiology
2020,pub.1122525996,jour.1017738,The Journal of Clinical Endocrinology & Metabolism
2020,pub.1125488795,jour.1297422,Journal of Clinical Investigation
2020,pub.1126016134,jour.1094974,Genetic Epidemiology
2020,pub.1124347971,jour.1017790,American Journal of Clinical Nutrition
2020,pub.1124097857,jour.1017031,American Journal of Respiratory and Critical Care Medicine
2020,pub.1120261404,jour.1087544,International Journal of Epidemiology
2020,pub.1122858797,jour.1017738,The Journal of Clinical Endocrinology & Metabolism
2020,pub.1125948210,jour.1119273,Physiological Genomics
2020,pub.1124554824,jour.1319913,Cancer Research
2020,pub.1105994231,jour.1016325,"Nephrology,Dialysis and Transplantation"
2020,pub.1123095972,jour.1345383,Bioinformatics
2020,pub.1124006675,jour.1017738,The Journal of Clinical Endocrinology & Metabolism
2020,pub.1126018089,jour.1116984,Depression and Anxiety
2020,pub.1126055330,jour.1293558,bioRxiv
2020,pub.1125019403,jour.1112101,Journal of Computational Biology
2020,pub.1122137290,jour.1020804,EP Europace
2020,pub.1123129474,jour.1020804,EP Europace
2020,pub.1126057914,jour.1319913,Cancer Research
2020,pub.1091985461,jour.1000068,Acta Paediatrica
2020,pub.1125353011,jour.1013101,Stroke
2020,pub.1122695140,jour.1035838,International Journal of Obesity
2020,pub.1124297926,jour.1099543,Human Cell
2020,pub.1125321904,jour.1049139,The Lancet Diabetes & Endocrinology
2020,pub.1125494036,jour.1034467,Alzheimer's & Dementia
2020,pub.1120912882,jour.1114286,Multiple Sclerosis Journal
2020,pub.1123504373,jour.1119411,Genetics in Medicine
2020,pub.1123822450,jour.1020801,Diabetes Obesity and Metabolism
2020,pub.1126057973,jour.1095400,Journal of Hepatology
2020,pub.1122361139,jour.1358156,International Journal of Cancer
2020,pub.1126626224,jour.1009788,Journal of Electrocardiology
2020,pub.1124952122,jour.1039049,Stem Cell Research
2020,pub.1123017195,jour.1016949,Acta Psychiatrica Scandinavica
2020,pub.1125866331,jour.1017874,Pediatrics
2020,pub.1124433782,jour.1001482,Diabetologia
2020,pub.1119786170,jour.1358156,International Journal of Cancer
2020,pub.1125866332,jour.1017874,Pediatrics
2020,pub.1126053648,jour.1048658,Stem Cell Reports
2020,pub.1126700372,jour.1019114,Cell
2020,pub.1124010090,jour.1091415,Personality and Individual Differences
2020,pub.1124914926,jour.1088587,Environment International
2020,pub.1123259089,jour.1018713,Scandinavian Journal of Psychology
2020,pub.1123605779,jour.1018922,Community Dentistry And Oral Epidemiology
2020,pub.1125508116,jour.1284522,Birth Defects Research
2020,pub.1121626723,jour.1312001,Journal of Abnormal Psychology
2020,pub.1123014483,jour.1103410,European Journal of Human Genetics
2020,pub.1124152057,jour.1101581,Journal of Stroke and Cerebrovascular Diseases
2020,pub.1124553561,jour.1097727,Lung Cancer
2020,pub.1122327352,jour.1097065,Leukemia
2020,pub.1122516019,jour.1077104,Journal of Medical Genetics
2020,pub.1122328958,jour.1057714,Journal of Paediatrics and Child Health
2020,pub.1126390875,jour.1038403,Journal of Clinical Lipidology
2020,pub.1111099502,jour.1115540,Molecular Psychiatry
2020,pub.1124911826,jour.1039397,Autism Research
2020,pub.1126150799,jour.1097694,Brain Behavior and Immunity
2020,pub.1123509820,jour.1030201,Aging Clinical and Experimental Research
2020,pub.1126804529,jour.1102168,Journal of Diabetes and its Complications
2020,pub.1125897851,jour.1048658,Stem Cell Reports
2020,pub.1118015186,jour.1115540,Molecular Psychiatry
2020,pub.1124550285,jour.1009554,Environmental Research
2020,pub.1126704496,jour.1050984,EBioMedicine
2020,pub.1125346925,jour.1313661,International Journal of Cardiology
2020,pub.1125511582,jour.1040791,Circulation Genomic and Precision Medicine
2020,pub.1126705802,jour.1091979,Neurobiology of Aging
2020,pub.1123900202,jour.1300598,Endocrinology Diabetes & Metabolism
2020,pub.1124839150,jour.1015263,Preventive Medicine
2020,pub.1124346680,jour.1017827,Journal of Psychosomatic Research
2020,pub.1123308957,jour.1016901,Acta Anaesthesiologica Scandinavica
2020,pub.1124286947,jour.1086831,Annals of Neurology
2020,pub.1125675572,jour.1118362,Nature Neuroscience
2020,pub.1123795962,jour.1103053,NeuroImage
2020,pub.1124211700,jour.1015410,Thrombosis Research
2020,pub.1123097123,jour.1101576,International Journal of Gynecological Cancer
2020,pub.1126180214,jour.1335497,TPO - De Praktijk
2020,pub.1125674553,jour.1033763,Nature Methods
2020,pub.1126670193,jour.1103190,Journal of Glaucoma
2020,pub.1125977091,jour.1021344,Nature Cell Biology
2020,pub.1124551295,jour.1032051,Journal of Thrombosis and Haemostasis
2020,pub.1124131896,jour.1017081,Heart
2020,pub.1126618391,jour.1043594,Clinical and Translational Gastroenterology
2020,pub.1126017109,jour.1097961,Schizophrenia Research
2020,pub.1123672283,jour.1017616,Gastroenterology
2020,pub.1126701728,jour.1051517,Science Advances
2020,pub.1126699268,jour.1009554,Environmental Research
2020,pub.1124934237,jour.1017082,British Journal of Cancer
2020,pub.1124863949,jour.1013420,Atherosclerosis
2020,pub.1126024639,jour.1040792,Circulation Cardiovascular Quality and Outcomes
2020,pub.1123052826,jour.1096580,Journal of Bone and Mineral Research
2020,pub.1124221279,jour.1047921,Annals of the American Thoracic Society
2020,pub.1120757082,jour.1042313,Journal of Developmental Origins of Health and Disease
2020,pub.1121495274,jour.1012129,Biological Psychiatry
2020,pub.1124954622,jour.1097727,Lung Cancer
2020,pub.1123667298,jour.1017308,British Journal of Haematology
2020,pub.1123604855,jour.1284453,Nature Human Behaviour
2020,pub.1124678988,jour.1103715,Diabetes Care
2020,pub.1124773722,jour.1086559,Cancer Epidemiology
2020,pub.1126391098,jour.1013420,Atherosclerosis
2020,pub.1124474007,jour.1017423,Diabetes
2020,pub.1124211808,jour.1009554,Environmental Research
2020,pub.1125056551,jour.1045210,Cancer Discovery
