year,publisher,id,issn,journal.id,journal.title
2019,Elsevier,pub.1113800533,"['0030-3992', '1879-2545']",jour.1048637,Optics & Laser Technology
2019,Elsevier,pub.1119946053,"['0921-5093', '1873-4936']",jour.1038065,Materials Science and Engineering A
2019,Elsevier,pub.1119904248,"['0921-5093', '1873-4936']",jour.1038065,Materials Science and Engineering A
2019,Elsevier,pub.1119769800,"['0921-5093', '1873-4936']",jour.1038065,Materials Science and Engineering A
2019,Elsevier,pub.1113530857,"['0030-3992', '1879-2545']",jour.1048637,Optics & Laser Technology
2019,Springer Nature,pub.1113082242,"['2095-0233', '2095-0241']",jour.1136659,Frontiers of Mechanical Engineering
2019,Elsevier,pub.1111599126,"['0143-7496', '1879-0127']",jour.1137341,International Journal of Adhesion and Adhesives
2019,Elsevier,pub.1117973243,"['0921-5093', '1873-4936']",jour.1038065,Materials Science and Engineering A
2019,Springer Nature,pub.1117403565,"['1073-5623', '1543-1940']",jour.1136292,Metallurgical and Materials Transactions A
2019,Springer Nature,pub.1118036272,"['0268-3768', '1433-3015']",jour.1043671,The International Journal of Advanced Manufacturing Technology
2019,Elsevier,pub.1114526431,['2589-9651'],jour.1365476,Nano Materials Science
2019,Elsevier,pub.1121332545,"['1742-7061', '1878-7568']",jour.1034525,Acta Biomaterialia
2019,Springer Nature,pub.1106196037,"['1001-0521', '1867-7185']",jour.1048815,Rare Metals
2019,Elsevier,pub.1118100483,"['0921-5093', '1873-4936']",jour.1038065,Materials Science and Engineering A
2019,Elsevier,pub.1117784519,"['1359-6454', '1873-2453']",jour.1039813,Acta Materialia
2019,,pub.1121011165,"['2101-6275', '2100-014X']",jour.1136993,EPJ Web of Conferences
2019,Elsevier,pub.1118094120,"['0958-319X', '1873-3565', '0584-8547']",jour.1089862,Spectrochimica Acta Part B Atomic Spectroscopy
2019,Royal Society of Chemistry (RSC),pub.1117874034,"['0267-9477', '1364-5544']",jour.1096405,Journal of Analytical Atomic Spectrometry
2019,De Gruyter,pub.1107092333,"['0013-5585', '1862-278X']",jour.1345371,Biomedical Engineering / Biomedizinische Technik
2019,IOP Publishing,pub.1120232716,['2053-1591'],jour.1138827,Materials Research Express
2019,MDPI,pub.1120473156,['1996-1944'],jour.1044868,Materials
2019,MDPI,pub.1120401907,['2218-2004'],jour.1053578,Atoms
2019,Emerald,pub.1120450030,['1708-5284'],jour.1142292,World Journal of Engineering
2019,Taylor & Francis,pub.1115977461,"['0253-3839', '2158-7299']",jour.1137350,Journal of the Chinese Institute of Engineers
2019,Royal Society of Chemistry (RSC),pub.1117697422,"['1759-9954', '1759-9962']",jour.1045261,Polymer Chemistry
2019,MDPI,pub.1120304573,"['1454-5101', '2076-3417']",jour.1050217,Applied Sciences
2019,MDPI,pub.1120199132,['2075-4701'],jour.1047856,Metals
2019,Springer Nature,pub.1120195049,"['0941-0643', '1433-3058']",jour.1104357,Neural Computing and Applications
2019,IOP Publishing,pub.1117637983,"['1054-660X', '1555-6611']",jour.1030496,Laser Physics
2019,Springer Nature,pub.1119866089,"['0947-8396', '1432-0630']",jour.1022207,Applied Physics A
2019,Elsevier,pub.1115025721,"['0958-319X', '1873-3565', '0584-8547']",jour.1089862,Spectrochimica Acta Part B Atomic Spectroscopy
2019,Wiley,pub.1112900137,"['0002-7820', '1551-2916']",jour.1041745,Journal of the American Ceramic Society
2019,Elsevier,pub.1113644477,"['1359-8368', '1879-1069']",jour.1137177,Composites Part B Engineering
2019,Elsevier,pub.1116669722,"['1526-6125', '2212-4616']",jour.1320081,Journal of Manufacturing Processes
2019,Elsevier,pub.1115173034,"['2214-8604', '2214-7810']",jour.1147513,Additive Manufacturing
2019,Elsevier,pub.1114525242,"['0267-6605', '1878-6979', '0142-9612', '1878-5905']",jour.1097145,Biomaterials
2019,Elsevier,pub.1114016063,"['0166-3615', '1872-6194']",jour.1137335,Computers in Industry
2019,Wiley,pub.1115878160,"['0721-3115', '1521-4087']",jour.1137386,Propellants Explosives Pyrotechnics
2019,Springer Nature,pub.1113704210,"['0268-3768', '1433-3015']",jour.1043671,The International Journal of Advanced Manufacturing Technology
2019,Springer Nature,pub.1114767319,"['0268-3768', '1433-3015']",jour.1043671,The International Journal of Advanced Manufacturing Technology
2019,Elsevier,pub.1118013394,"['0921-5093', '1873-4936']",jour.1038065,Materials Science and Engineering A
2019,Elsevier,pub.1120210507,"['1005-0302', '1941-1162']",jour.1053018,Journal of Materials Science & Technology
2019,Elsevier,pub.1111199395,"['0257-8972', '1879-3347']",jour.1044557,Surface and Coatings Technology
2019,Elsevier,pub.1115980015,"['0010-938X', '1879-0496']",jour.1045079,Corrosion Science
2019,Elsevier,pub.1113237079,"['0167-8442', '1872-7638']",jour.1137832,Theoretical and Applied Fracture Mechanics
2019,Laser Institute of America,pub.1119994765,"['1042-346X', '1938-1387']",jour.1102375,Journal of Laser Applications
2019,Institute of Electrical and Electronics Engineers (IEEE),pub.1117829048,"['1943-0647', '1943-0655']",jour.1043932,IEEE Photonics Journal
2019,Elsevier,pub.1113383668,"['0142-1123', '1879-3452']",jour.1039075,International Journal of Fatigue
2019,AIP Publishing,pub.1120258953,"['1070-664X', '1089-7674']",jour.1312263,Physics of Plasmas
2019,Elsevier,pub.1112970974,"['0169-4332', '1873-5584']",jour.1038686,Applied Surface Science
2019,Elsevier,pub.1115977518,"['0020-7225', '1879-2197']",jour.1284269,International Journal of Engineering Science
2019,Elsevier,pub.1112058216,"['0924-0136', '1873-4774']",jour.1038302,Journal of Materials Processing Technology
2019,Elsevier,pub.1116874325,"['0958-319X', '1873-3565', '0584-8547']",jour.1089862,Spectrochimica Acta Part B Atomic Spectroscopy
2019,Elsevier,pub.1113004880,"['0928-4931', '1873-0191']",jour.1040557,Materials Science and Engineering C
2019,Wiley,pub.1117473487,"['0935-9648', '1521-4095']",jour.1129018,Advanced Materials
2019,Frontiers,pub.1120003067,['2296-8016'],jour.1146208,Frontiers in Materials
2019,MDPI,pub.1119790040,"['1454-5101', '2076-3417']",jour.1050217,Applied Sciences
2019,Wiley,pub.1118033482,"['0272-8397', '1548-0569']",jour.1050175,Polymer Composites
2019,Emerald,pub.1117578283,"['1355-2546', '1758-7670']",jour.1052037,Rapid Prototyping Journal
2019,Emerald,pub.1119980430,"['1355-2546', '1758-7670']",jour.1052037,Rapid Prototyping Journal
2019,Taylor & Francis,pub.1110403833,"['1745-2759', '1745-2767']",jour.1046913,Virtual and Physical Prototyping
2019,ASME International,pub.1114054627,"['1087-1357', '1528-8935']",jour.1137193,Journal of Manufacturing Science and Engineering
2019,ASME International,pub.1113713671,"['1087-1357', '1528-8935']",jour.1137193,Journal of Manufacturing Science and Engineering
2019,MDPI,pub.1117689162,['2504-477X'],jour.1293441,Journal of Composites Science
2019,Elsevier,pub.1113403612,"['0950-0618', '1879-0526']",jour.1052836,Construction and Building Materials
2019,Elsevier,pub.1117702113,"['2405-7843', '2405-8440']",jour.1297203,Heliyon
2019,Elsevier,pub.1112542166,"['0142-1123', '1879-3452']",jour.1039075,International Journal of Fatigue
2019,Wiley,pub.1113282601,"['1438-1656', '1527-2648']",jour.1043951,Advanced Engineering Materials
2019,IOP Publishing,pub.1120514828,"['1742-6588', '1742-6596']",jour.1043366,Journal of Physics Conference Series
2019,Springer Nature,pub.1114755400,"['0944-1344', '1614-7499']",jour.1113424,Environmental Science and Pollution Research
2019,Elsevier,pub.1113041166,"['0272-8842', '1873-3956']",jour.1051522,Ceramics International
2019,Elsevier,pub.1112757121,"['0142-1123', '1879-3452']",jour.1039075,International Journal of Fatigue
2019,Wiley,pub.1113947814,"['2192-2640', '2192-2659']",jour.1046718,Advanced Healthcare Materials
2019,Wiley,pub.1112845339,"['1438-1656', '1527-2648']",jour.1043951,Advanced Engineering Materials
2019,Elsevier,pub.1115218985,"['0958-319X', '1873-3565', '0584-8547']",jour.1089862,Spectrochimica Acta Part B Atomic Spectroscopy
2019,Elsevier,pub.1113800311,"['0925-8388', '1873-4669']",jour.1041821,Journal of Alloys and Compounds
2019,Elsevier,pub.1113857664,"['1526-6125', '2212-4616']",jour.1320081,Journal of Manufacturing Processes
2019,Elsevier,pub.1112703868,"['0169-4332', '1873-5584']",jour.1038686,Applied Surface Science
2019,Elsevier,pub.1113214069,"['0925-8388', '1873-4669']",jour.1041821,Journal of Alloys and Compounds
2019,IOP Publishing,pub.1120006888,"['1742-6588', '1742-6596']",jour.1043366,Journal of Physics Conference Series
2019,Elsevier,pub.1111753430,"['0924-0136', '1873-4774']",jour.1038302,Journal of Materials Processing Technology
2019,Wolters Kluwer,pub.1119922815,['2169-7574'],jour.1049365,Plastic & Reconstructive Surgery Global Open
2019,Cambridge University Press (CUP),pub.1119922042,"['2220-4334', '2220-4342']",jour.1238656,Proceedings of the International Conference on Engineering Design
2019,Elsevier,pub.1112919938,"['0167-577X', '1873-4979']",jour.1042608,Materials Letters
2019,Elsevier,pub.1113800307,"['0925-8388', '1873-4669']",jour.1041821,Journal of Alloys and Compounds
2019,Pleiades Publishing,pub.1120312372,"['2070-2051', '2070-206X']",jour.1136666,Protection of Metals and Physical Chemistry of Surfaces
2019,IOP Publishing,pub.1120195699,"['1742-6588', '1742-6596']",jour.1043366,Journal of Physics Conference Series
2019,Wiley,pub.1111977165,"['8756-758X', '1460-2695']",jour.1137267,Fatigue & Fracture of Engineering Materials & Structures
2019,IOP Publishing,pub.1120515986,"['1742-6588', '1742-6596']",jour.1043366,Journal of Physics Conference Series
2019,IOP Publishing,pub.1120505226,"['1742-6588', '1742-6596']",jour.1043366,Journal of Physics Conference Series
2019,MDPI,pub.1117688955,['2079-6412'],jour.1145412,Coatings
2019,De Gruyter,pub.1115947928,"['2192-8576', '2192-8584']",jour.1142671,Advanced Optical Technologies
2019,Hindawi,pub.1117503933,"['1687-8434', '1687-8442']",jour.1327794,Advances in Materials Science and Engineering
2019,Belarusian National Technical University,pub.1117541906,"['2220-9506', '2414-0473']",jour.1156564,Devices and Methods of Measurements
2019,Gruppo Italiano Frattura,pub.1117618089,['1971-8993'],jour.1273614,Frattura ed Integrità Strutturale
2019,"Technical Association of Photopolymers, Japan",pub.1122551093,"['0914-9244', '1349-6336']",jour.1038179,Journal of Photopolymer Science and Technology
2019,MDPI,pub.1117292641,['1996-1944'],jour.1044868,Materials
2019,The Optical Society,pub.1114508979,['2578-7519'],jour.1338580,OSA Continuum
2019,MDPI,pub.1117150472,"['1454-5101', '2076-3417']",jour.1050217,Applied Sciences
2019,SAGE Publications,pub.1117166427,"['0954-4062', '2041-2983']",jour.1137174,Proceedings of the Institution of Mechanical Engineers Part C Journal of Mechanical Engineering Science
2019,The Optical Society,pub.1116678613,['1094-4087'],jour.1030495,Optics Express
2019,IOP Publishing,pub.1116883512,"['1757-8981', '1757-899X']",jour.1137008,IOP Conference Series Materials Science and Engineering
2019,Royal Society of Chemistry (RSC),pub.1113174458,"['0267-9477', '1364-5544']",jour.1096405,Journal of Analytical Atomic Spectrometry
2019,The Optical Society,pub.1113913615,['2327-9125'],jour.1144301,Photonics Research
2019,Elsevier,pub.1113332396,"['0958-319X', '1873-3565', '0584-8547']",jour.1089862,Spectrochimica Acta Part B Atomic Spectroscopy
2019,Springer Nature,pub.1092590740,"['2228-6187', '2364-1835']",jour.1283920,"Iranian Journal of Science and Technology, Transactions of Mechanical Engineering"
2019,Wiley,pub.1112393933,"['1062-7995', '1099-159X']",jour.1052090,Progress in Photovoltaics Research and Applications
2019,Mary Ann Liebert,pub.1111331733,"['1937-3368', '1937-3376']",jour.1039654,Tissue Engineering Part B Reviews
2019,Elsevier,pub.1112636443,"['0925-8388', '1873-4669']",jour.1041821,Journal of Alloys and Compounds
2019,Springer Nature,pub.1113283639,"['0944-6524', '1863-7353']",jour.1136430,Production Engineering
2019,Wiley,pub.1111652583,"['1864-063X', '1864-0648']",jour.1039130,Journal of Biophotonics
2019,Springer Nature,pub.1112437409,"['2522-0128', '2522-0136']",jour.1299790,Advanced Composites and Hybrid Materials
2019,Elsevier,pub.1113266415,"['0043-1648', '1873-2577']",jour.1038872,Wear
2019,Elsevier,pub.1112849081,"['0026-265X', '1095-9149']",jour.1017984,Microchemical Journal
2019,IOP Publishing,pub.1117133516,"['1742-6588', '1742-6596']",jour.1043366,Journal of Physics Conference Series
2019,Elsevier,pub.1113471553,"['0013-7944', '1873-7315']",jour.1038955,Engineering Fracture Mechanics
2019,Springer Nature,pub.1116871261,"['2193-9764', '2193-9772']",jour.1136615,Integrating Materials and Manufacturing Innovation
2019,Springer Nature,pub.1112141540,"['0268-3768', '1433-3015']",jour.1043671,The International Journal of Advanced Manufacturing Technology
2019,Springer Nature,pub.1112141867,"['0944-6524', '1863-7353']",jour.1136430,Production Engineering
2019,Wiley,pub.1112632521,"['1438-1656', '1527-2648']",jour.1043951,Advanced Engineering Materials
2019,Pleiades Publishing,pub.1120136060,"['0012-5008', '1608-3113']",jour.1082681,Doklady Chemistry
2019,Springer Nature,pub.1111893848,"['0268-3768', '1433-3015']",jour.1043671,The International Journal of Advanced Manufacturing Technology
2019,Elsevier,pub.1113176128,"['0109-5641', '1879-0097']",jour.1095632,Dental Materials
2019,Elsevier,pub.1113201824,"['0040-1625', '1873-5509']",jour.1027537,Technological Forecasting and Social Change
2019,Elsevier,pub.1113234533,"['0921-8831', '1568-5527']",jour.1043750,Advanced Powder Technology
2019,Springer Nature,pub.1107730016,"['2363-9512', '2363-9520']",jour.1156468,Progress in Additive Manufacturing
2019,Springer Nature,pub.1116168806,"['1678-5878', '1806-3691']",jour.1136734,Journal of the Brazilian Society of Mechanical Sciences and Engineering
2019,Elsevier,pub.1111773609,"['0039-9140', '1873-3573']",jour.1076998,Talanta
2019,Institute of Electrical and Electronics Engineers (IEEE),pub.1120058506,"['2163-5137', '2163-5145']",jour.1276045,2010 IEEE International Symposium on Industrial Electronics
2019,Elsevier,pub.1112018521,"['0142-1123', '1879-3452']",jour.1039075,International Journal of Fatigue
2019,Elsevier,pub.1113213812,"['0013-7944', '1873-7315']",jour.1038955,Engineering Fracture Mechanics
2019,Elsevier,pub.1113597186,"['0032-5910', '1873-328X']",jour.1131466,Powder Technology
2019,Elsevier,pub.1113525797,"['0038-092X', '1471-1257']",jour.1052511,Solar Energy
2019,Wiley,pub.1112896466,"['0032-3888', '1548-2634']",jour.1136999,Polymer Engineering & Science
2019,Elsevier,pub.1114224172,"['0921-5093', '1873-4936']",jour.1038065,Materials Science and Engineering A
2019,American Physical Society (APS),pub.1117502793,"['2331-7043', '2331-7019']",jour.1050249,Physical Review Applied
2019,IOP Publishing,pub.1115992584,"['1757-8981', '1757-899X']",jour.1137008,IOP Conference Series Materials Science and Engineering
2019,Taylor & Francis,pub.1114001171,"['0306-7319', '1029-0397']",jour.1015567,International Journal of Environmental & Analytical Chemistry
2019,Taylor & Francis,pub.1114504821,"['0032-5899', '1743-2901']",jour.1137540,Powder Metallurgy
2019,MDPI,pub.1115853894,['1996-1944'],jour.1044868,Materials
2019,IOP Publishing,pub.1113839477,['2053-1591'],jour.1138827,Materials Research Express
2019,Taylor & Francis,pub.1112899618,"['1042-6914', '1532-2475']",jour.1128665,Materials and Manufacturing Processes
2019,Taylor & Francis,pub.1114528678,"['0301-9233', '1743-2812']",jour.1138195,Ironmaking & Steelmaking
2019,MDPI,pub.1114517326,['2079-6412'],jour.1145412,Coatings
2019,Carl Hanser Verlag,pub.1112628532,"['1862-5282', '2195-8556']",jour.1137677,International Journal of Materials Research (formerly Zeitschrift fuer Metallkunde)
2019,The Optical Society,pub.1113984893,['1094-4087'],jour.1030495,Optics Express
2019,Hindawi,pub.1114029667,"['1687-5966', '1687-5974']",jour.1144186,International Journal of Aerospace Engineering
2019,IOP Publishing,pub.1113362021,['2053-1591'],jour.1138827,Materials Research Express
2019,Royal Society of Chemistry (RSC),pub.1112219259,"['0267-9477', '1364-5544']",jour.1096405,Journal of Analytical Atomic Spectrometry
2019,SAGE Publications,pub.1113968173,"['0954-4054', '2041-2975']",jour.1053335,Proceedings of the Institution of Mechanical Engineers Part B Journal of Engineering Manufacture
2019,Taylor & Francis,pub.1091149131,"['1446-2672', '2204-2253', '1448-4846']",jour.1147618,Australian Journal of Mechanical Engineering
2019,MDPI,pub.1113929725,['2075-4701'],jour.1047856,Metals
2019,De Gruyter,pub.1113248368,"['0250-8079', '2191-0340', '0334-6447']",jour.1138209,Journal of Polymer Engineering
2019,SAGE Publications,pub.1107133589,"['0954-4054', '2041-2975', '2041-1975']",jour.1053335,Proceedings of the Institution of Mechanical Engineers Part B Journal of Engineering Manufacture
2019,Elsevier,pub.1111407805,"['0030-3992', '1879-2545']",jour.1048637,Optics & Laser Technology
2019,Springer Nature,pub.1110131449,"['1225-9438', '2005-4149', '1598-9623']",jour.1136083,Metals and Materials International
2019,Springer Nature,pub.1111159767,"['0268-3768', '1433-3015']",jour.1043671,The International Journal of Advanced Manufacturing Technology
2019,Pleiades Publishing,pub.1117309112,"['1024-8560', '2070-0393']",jour.1136100,Atmospheric and Oceanic Optics
2019,Laser Institute of America,pub.1113395154,"['1042-346X', '1938-1387']",jour.1102375,Journal of Laser Applications
2019,Springer Nature,pub.1113402769,"['0946-2171', '1432-0649']",jour.1312262,Applied Physics B
2019,Elsevier,pub.1112920109,"['0958-319X', '1873-3565', '0584-8547']",jour.1089862,Spectrochimica Acta Part B Atomic Spectroscopy
2019,Wiley,pub.1112157025,"['0032-3888', '1548-2634']",jour.1136999,Polymer Engineering & Science
2019,Laser Institute of America,pub.1113395150,"['1042-346X', '1938-1387']",jour.1102375,Journal of Laser Applications
2019,Elsevier,pub.1112212148,"['2214-8604', '2214-7810']",jour.1147513,Additive Manufacturing
2019,Elsevier,pub.1113359122,"['2214-8604', '2214-7810']",jour.1147513,Additive Manufacturing
2019,Elsevier,pub.1112756148,"['2214-8604', '2214-7810']",jour.1147513,Additive Manufacturing
2019,Elsevier,pub.1113285316,"['0921-5093', '1873-4936']",jour.1038065,Materials Science and Engineering A
2019,Laser Institute of America,pub.1113610396,"['1042-346X', '1938-1387']",jour.1102375,Journal of Laser Applications
2019,Elsevier,pub.1111764999,"['0925-8388', '1873-4669']",jour.1041821,Journal of Alloys and Compounds
2019,Springer Nature,pub.1112774776,"['1047-4838', '1543-1851']",jour.1042541,JOM
2019,Elsevier,pub.1112604049,"['0263-8231', '1879-3223']",jour.1124139,Thin-Walled Structures
2019,Elsevier,pub.1112366459,"['0020-7403', '1879-2162']",jour.1137044,International Journal of Mechanical Sciences
2019,Elsevier,pub.1112473377,"['2214-8604', '2214-7810']",jour.1147513,Additive Manufacturing
2019,Laser Institute of America,pub.1113418169,"['1042-346X', '1938-1387']",jour.1102375,Journal of Laser Applications
2019,Elsevier,pub.1111088159,"['0925-8388', '1873-4669']",jour.1041821,Journal of Alloys and Compounds
2019,Elsevier,pub.1112014940,"['0142-9418', '1873-2348']",jour.1043018,Polymer Testing
2019,Elsevier,pub.1111319485,"['0030-3992', '1879-2545']",jour.1048637,Optics & Laser Technology
2019,Elsevier,pub.1112852906,"['0254-0584', '1879-3312']",jour.1043435,Materials Chemistry and Physics
2019,The Korean Welding and Joining Society,pub.1113497274,"['1225-6153', '2466-2232']",jour.1139597,Journal of Welding and Joining
2019,SAGE Publications,pub.1113761908,"['0954-4062', '2041-2983']",jour.1137174,Proceedings of the Institution of Mechanical Engineers Part C Journal of Mechanical Engineering Science
2019,Springer Nature,pub.1113612658,"['0412-1961', '2194-1289', '1006-7191']",jour.1357563,Acta Metallurgica Sinica (English Letters)
2019,MDPI,pub.1113620316,['2075-4701'],jour.1047856,Metals
2019,MDPI,pub.1113532168,['2075-4701'],jour.1047856,Metals
2019,"Society of Materials Science, Japan",pub.1113602429,"['0514-5163', '1880-7488']",jour.1136937,Journal of the Society of Materials Science Japan
2019,MDPI,pub.1113478015,['2411-9660'],jour.1293350,Designs
2019,MDPI,pub.1113426523,['1996-1944'],jour.1044868,Materials
2019,Carl Hanser Verlag,pub.1113279027,"['1867-2493', '2194-1831']",jour.1140986,HTM Journal of Heat Treatment and Materials
2019,MDPI,pub.1113318256,['1996-1944'],jour.1044868,Materials
2019,Taylor & Francis,pub.1113203699,"['2055-0340', '2055-0359']",jour.1154017,Advanced Manufacturing Polymer & Composites Science
2019,ASME International,pub.1112094620,"['1087-1357', '1528-8935']",jour.1137193,Journal of Manufacturing Science and Engineering
2019,Japan Institute of Metals,pub.1112210025,"['0916-1821', '1345-9678', '1347-5320']",jour.1136959,Materials Transactions
2019,Elsevier,pub.1112229505,"['0264-1275', '1873-4197']",jour.1031136,Materials & Design
2019,Springer Nature,pub.1110752517,"['0268-3768', '1433-3015']",jour.1043671,The International Journal of Advanced Manufacturing Technology
2019,Elsevier,pub.1113285138,"['0955-2219', '1873-619X']",jour.1284287,Journal of the European Ceramic Society
2019,Elsevier,pub.1107187064,"['0030-3992', '1879-2545']",jour.1048637,Optics & Laser Technology
2019,Elsevier,pub.1112879126,"['0167-9317', '1873-5568']",jour.1044682,Microelectronic Engineering
2019,Elsevier,pub.1110901962,"['0142-1123', '1879-3452']",jour.1039075,International Journal of Fatigue
2019,Elsevier,pub.1112610187,"['0921-5093', '1873-4936']",jour.1038065,Materials Science and Engineering A
2019,Elsevier,pub.1105980883,"['0267-6605', '1878-6979', '0142-9612', '1878-5905']",jour.1097145,Biomaterials
2019,Wiley,pub.1105103953,"['1438-1656', '1527-2648']",jour.1043951,Advanced Engineering Materials
2019,Elsevier,pub.1108041127,"['0924-0136', '1873-4774']",jour.1038302,Journal of Materials Processing Technology
2019,Springer Nature,pub.1110448584,"['0268-3768', '1433-3015']",jour.1043671,The International Journal of Advanced Manufacturing Technology
2019,Pleiades Publishing,pub.1115968184,"['0030-400X', '1562-6911']",jour.1294762,Optics and Spectroscopy
2019,Elsevier,pub.1107582229,"['0030-3992', '1879-2545']",jour.1048637,Optics & Laser Technology
2019,Springer Nature,pub.1112262121,"['0014-4851', '1741-2765']",jour.1039819,Experimental Mechanics
2019,Elsevier,pub.1112086503,"['0892-6875', '1872-9444']",jour.1035074,Minerals Engineering
2019,Elsevier,pub.1112397631,"['0963-8695', '1879-1174']",jour.1044242,NDT & E International
2019,Elsevier,pub.1110902194,"['0925-8388', '1873-4669']",jour.1041821,Journal of Alloys and Compounds
2019,Springer Nature,pub.1112519973,"['1009-2757', '1674-733X', '1869-1919']",jour.1135989,Science China Information Sciences
2019,Elsevier,pub.1107982800,"['0030-3992', '1879-2545']",jour.1048637,Optics & Laser Technology
2019,Elsevier,pub.1108035773,"['0955-2219', '1873-619X']",jour.1284287,Journal of the European Ceramic Society
2019,Springer Nature,pub.1112440675,"['1674-7321', '1869-1900']",jour.1134340,Science China Technological Sciences
2019,Elsevier,pub.1111646423,"['0265-931X', '1879-1700']",jour.1095646,Journal of Environmental Radioactivity
2019,Elsevier,pub.1112605467,"['0921-5093', '1873-4936']",jour.1038065,Materials Science and Engineering A
2019,Elsevier,pub.1107906618,"['0030-3992', '1879-2545']",jour.1048637,Optics & Laser Technology
2019,Elsevier,pub.1113057876,"['0921-5093', '1873-4936']",jour.1038065,Materials Science and Engineering A
2019,MDPI,pub.1113041977,['1996-1944'],jour.1044868,Materials
2019,IOP Publishing,pub.1112522979,['2053-1591'],jour.1138827,Materials Research Express
2019,Springer Nature,pub.1113045900,"['0039-2316', '1573-9325']",jour.1136014,Strength of Materials
2019,MDPI,pub.1113043637,['2075-4701'],jour.1047856,Metals
2019,MDPI,pub.1113046093,['1996-1944'],jour.1044868,Materials
2019,Springer Nature,pub.1112964517,"['0361-7610', '1573-8515']",jour.1135869,Glass and Ceramics
2019,IOP Publishing,pub.1112945323,"['1757-8981', '1757-899X']",jour.1137008,IOP Conference Series Materials Science and Engineering
2019,MDPI,pub.1112901156,['1996-1944'],jour.1044868,Materials
2019,The Optical Society,pub.1112496704,"['0146-9592', '1539-4794']",jour.1087001,Optics Letters
2019,Springer Nature,pub.1112587662,"['1134-3060', '1886-1784']",jour.1136483,Archives of Computational Methods in Engineering
2019,Fuji Technology Press,pub.1112532345,"['1881-7629', '1883-8022']",jour.1139277,International Journal of Automation Technology
2019,IOP Publishing,pub.1112544890,"['1757-8981', '1757-899X']",jour.1137008,IOP Conference Series Materials Science and Engineering
2019,Taylor & Francis,pub.1110268007,"['0169-4243', '1568-5616']",jour.1041784,Journal of Adhesion Science and Technology
2019,Springer Nature,pub.1105406935,"['2363-9512', '2363-9520']",jour.1156468,Progress in Additive Manufacturing
2019,Springer Nature,pub.1111155406,"['1001-0963', '2210-3988', '1006-706x']",jour.1037242,Journal of Iron and Steel Research International
2019,IOP Publishing,pub.1107830141,"['1009-0630', '2058-6272']",jour.1137588,Plasma Science and Technology
2019,Elsevier,pub.1110835505,"['0042-207X', '1879-2715']",jour.1070136,Vacuum
2019,IOP Publishing,pub.1113482254,"['1742-6588', '1742-6596']",jour.1043366,Journal of Physics Conference Series
2019,IOP Publishing,pub.1107235437,"['1009-0630', '2058-6272']",jour.1137588,Plasma Science and Technology
2019,SAGE Publications,pub.1103553546,"['0954-4054', '2041-2975', '2041-1975']",jour.1053335,Proceedings of the Institution of Mechanical Engineers Part B Journal of Engineering Manufacture
2019,Elsevier,pub.1110127848,"['0142-1123', '1879-3452']",jour.1039075,International Journal of Fatigue
2019,Springer Nature,pub.1112141591,"['0005-8912', '1613-7531']",jour.1136840,BHM Berg- und Hüttenmännische Monatshefte
2019,Springer Nature,pub.1112214141,"['0005-8912', '1613-7531']",jour.1136840,BHM Berg- und Hüttenmännische Monatshefte
2019,Elsevier,pub.1110556499,"['0169-4332', '1873-5584']",jour.1038686,Applied Surface Science
2019,Springer Nature,pub.1109788968,"['0268-3768', '1433-3015']",jour.1043671,The International Journal of Advanced Manufacturing Technology
2019,Elsevier,pub.1110704809,"['0008-8846', '1873-3948']",jour.1136990,Cement and Concrete Research
2019,Elsevier,pub.1107863444,"['0039-9140', '1873-3573']",jour.1076998,Talanta
2019,Wiley,pub.1111044261,"['1438-1656', '1527-2648']",jour.1043951,Advanced Engineering Materials
2019,Springer Nature,pub.1112283659,"['2523-3963', '2523-3971']",jour.1336318,SN Applied Sciences
2019,Springer Nature,pub.1109814283,"['0268-3768', '1433-3015']",jour.1043671,The International Journal of Advanced Manufacturing Technology
2019,IOP Publishing,pub.1109833471,"['1009-0630', '2058-6272']",jour.1137588,Plasma Science and Technology
2019,Elsevier,pub.1111263474,"['0264-1275', '1873-4197']",jour.1031136,Materials & Design
2019,Elsevier,pub.1111141021,"['0195-9255', '1873-6432']",jour.1091965,Environmental Impact Assessment Review
2019,Springer Nature,pub.1112224120,"['2288-6206', '2198-0810']",jour.1136729,International Journal of Precision Engineering and Manufacturing-Green Technology
2019,The Optical Society,pub.1112103681,"['0146-9592', '1539-4794']",jour.1087001,Optics Letters
2019,MDPI,pub.1112088671,['1996-1944'],jour.1044868,Materials
2019,Springer Nature,pub.1112092554,"['0268-3768', '1433-3015']",jour.1043671,The International Journal of Advanced Manufacturing Technology
2019,The Optical Society,pub.1111684693,['1094-4087'],jour.1030495,Optics Express
2019,The Optical Society,pub.1110465606,"['0740-3224', '1520-8540']",jour.1312240,Journal of the Optical Society of America B
2019,MDPI,pub.1111834686,['2504-4494'],jour.1299470,Journal of Manufacturing and Materials Processing
2019,The Optical Society,pub.1111695148,"['0003-6935', '1539-4522', '1559-128x']",jour.1327376,Applied Optics
2019,The Optical Society,pub.1111534025,"['0003-6935', '1539-4522', '1559-128x']",jour.1327376,Applied Optics
2019,SAGE Publications,pub.1107795300,"['0003-7028', '1943-3530']",jour.1320598,Applied Spectroscopy
2019,Springer Nature,pub.1111058386,"['1059-9495', '1544-1024']",jour.1042007,Journal of Materials Engineering and Performance
2019,Elsevier,pub.1107575378,"['0030-4026', '1618-1336']",jour.1018211,Optik
