year,journal.id,journal.title,total,total_year
2018,jour.1017423,Diabetes,99,40
2019,jour.1017423,Diabetes,99,52
2020,jour.1017423,Diabetes,99,7
2020,jour.1087544,International Journal of Epidemiology,94,21
2019,jour.1087544,International Journal of Epidemiology,94,41
2018,jour.1087544,International Journal of Epidemiology,94,32
2018,jour.1013420,Atherosclerosis,90,37
2018,jour.1017012,American Journal of Human Genetics,90,31
2019,jour.1013420,Atherosclerosis,90,40
2020,jour.1013420,Atherosclerosis,90,13
2019,jour.1017012,American Journal of Human Genetics,90,46
2020,jour.1017012,American Journal of Human Genetics,90,13
2018,jour.1102504,Human Molecular Genetics,87,39
2019,jour.1102504,Human Molecular Genetics,87,40
2020,jour.1102504,Human Molecular Genetics,87,8
2020,jour.1101916,Cancer Epidemiology Biomarkers & Prevention,85,27
2019,jour.1101916,Cancer Epidemiology Biomarkers & Prevention,85,26
2018,jour.1101916,Cancer Epidemiology Biomarkers & Prevention,85,32
2018,jour.1045271,Translational Psychiatry,80,32
2020,jour.1045271,Translational Psychiatry,80,12
2019,jour.1045271,Translational Psychiatry,80,36
2018,jour.1276748,SSRN Electronic Journal,75,28
2019,jour.1276748,SSRN Electronic Journal,75,37
2020,jour.1276748,SSRN Electronic Journal,75,10
2019,jour.1001482,Diabetologia,74,28
2018,jour.1001482,Diabetologia,74,34
2020,jour.1001482,Diabetologia,74,12
2019,jour.1017738,The Journal of Clinical Endocrinology & Metabolism,71,24
2018,jour.1103715,Diabetes Care,71,26
2020,jour.1017738,The Journal of Clinical Endocrinology & Metabolism,71,22
2019,jour.1103715,Diabetes Care,71,29
2020,jour.1103715,Diabetes Care,71,16
2018,jour.1017738,The Journal of Clinical Endocrinology & Metabolism,71,25
2019,jour.1046624,Journal of the American Heart Association,64,25
2018,jour.1046624,Journal of the American Heart Association,64,26
2019,jour.1085025,Blood,64,29
2020,jour.1085025,Blood,64,4
2020,jour.1046624,Journal of the American Heart Association,64,13
2018,jour.1085025,Blood,64,31
2019,jour.1054214,Psychological Medicine,62,28
2018,jour.1054214,Psychological Medicine,62,22
2020,jour.1054214,Psychological Medicine,62,12
2020,jour.1100417,Annals of Oncology,61,2
2018,jour.1100417,Annals of Oncology,61,26
2019,jour.1100417,Annals of Oncology,61,33
2020,jour.1095636,European Journal of Epidemiology,60,13
2018,jour.1095636,European Journal of Epidemiology,60,22
2019,jour.1095636,European Journal of Epidemiology,60,25
2019,jour.1103410,European Journal of Human Genetics,56,22
2020,jour.1103410,European Journal of Human Genetics,56,16
2019,jour.1044693,BMJ Open,56,25
2018,jour.1044693,BMJ Open,56,23
2020,jour.1044693,BMJ Open,56,8
2018,jour.1103410,European Journal of Human Genetics,56,18
2018,jour.1358108,Journal of the National Cancer Institute,55,13
2019,jour.1358108,Journal of the National Cancer Institute,55,26
2020,jour.1018957,Nature,55,14
2020,jour.1358108,Journal of the National Cancer Institute,55,16
2018,jour.1018957,Nature,55,20
2019,jour.1018957,Nature,55,21
2019,jour.1019114,Cell,49,23
2018,jour.1019114,Cell,49,21
2020,jour.1019114,Cell,49,5
2018,jour.1017790,American Journal of Clinical Nutrition,48,14
2019,jour.1017790,American Journal of Clinical Nutrition,48,23
2020,jour.1017790,American Journal of Clinical Nutrition,48,11
2018,jour.1034974,PLOS Genetics,48,24
2019,jour.1034974,PLOS Genetics,48,15
2020,jour.1034974,PLOS Genetics,48,9
2019,jour.1017122,Geburtshilfe und Frauenheilkunde,47,8
2018,jour.1017122,Geburtshilfe und Frauenheilkunde,47,38
2020,jour.1017122,Geburtshilfe und Frauenheilkunde,47,1
2020,jour.1017616,Gastroenterology,45,7
2018,jour.1017616,Gastroenterology,45,19
2019,jour.1017616,Gastroenterology,45,19
2019,jour.1284430,Wellcome Open Research,43,17
2020,jour.1284430,Wellcome Open Research,43,3
2020,jour.1092777,Breast Cancer Research and Treatment,43,5
2019,jour.1092777,Breast Cancer Research and Treatment,43,15
2018,jour.1284430,Wellcome Open Research,43,23
2018,jour.1092777,Breast Cancer Research and Treatment,43,23
2019,jour.1119411,Genetics in Medicine,42,20
2018,jour.1042723,Nutrients,42,11
2020,jour.1119411,Genetics in Medicine,42,9
2018,jour.1119411,Genetics in Medicine,42,13
2020,jour.1042723,Nutrients,42,8
2019,jour.1042723,Nutrients,42,23
2018,jour.1040791,Circulation Genomic and Precision Medicine,41,22
2019,jour.1013101,Stroke,41,10
2020,jour.1094974,Genetic Epidemiology,41,8
2019,jour.1094974,Genetic Epidemiology,41,18
2019,jour.1297397,Twin Research and Human Genetics,41,27
2019,jour.1113743,The Journals of Gerontology Series A,41,17
2018,jour.1035838,International Journal of Obesity,41,16
2018,jour.1297397,Twin Research and Human Genetics,41,11
2020,jour.1013101,Stroke,41,10
2020,jour.1035838,International Journal of Obesity,41,7
2018,jour.1013101,Stroke,41,21
2020,jour.1297397,Twin Research and Human Genetics,41,3
2019,jour.1040791,Circulation Genomic and Precision Medicine,41,14
2019,jour.1035838,International Journal of Obesity,41,18
2018,jour.1094974,Genetic Epidemiology,41,15
2018,jour.1113743,The Journals of Gerontology Series A,41,11
2020,jour.1040791,Circulation Genomic and Precision Medicine,41,5
2020,jour.1113743,The Journals of Gerontology Series A,41,13
2018,jour.1346339,Science,40,21
2020,jour.1346339,Science,40,5
2018,jour.1017377,The BMJ,40,16
2020,jour.1017377,The BMJ,40,6
2019,jour.1017377,The BMJ,40,18
2019,jour.1346339,Science,40,14
2019,jour.1321825,JAMA Network Open,39,24
2020,jour.1321825,JAMA Network Open,39,11
2018,jour.1321825,JAMA Network Open,39,4
2020,jour.1013236,Schizophrenia Bulletin,38,1
2019,jour.1094093,Journal of Hypertension,38,14
2019,jour.1137590,Senologie - Zeitschrift für Mammadiagnostik und -therapie,38,16
2020,jour.1094093,Journal of Hypertension,38,3
2018,jour.1137590,Senologie - Zeitschrift für Mammadiagnostik und -therapie,38,22
2018,jour.1094093,Journal of Hypertension,38,21
2019,jour.1013236,Schizophrenia Bulletin,38,16
2018,jour.1013236,Schizophrenia Bulletin,38,21
2019,jour.1091979,Neurobiology of Aging,37,18
2018,jour.1091979,Neurobiology of Aging,37,14
2020,jour.1045144,Frontiers in Genetics,37,6
2018,jour.1017082,British Journal of Cancer,37,16
2019,jour.1018238,Neurology,37,18
2020,jour.1091979,Neurobiology of Aging,37,5
2019,jour.1017082,British Journal of Cancer,37,14
2020,jour.1017082,British Journal of Cancer,37,7
2018,jour.1045144,Frontiers in Genetics,37,13
2019,jour.1045144,Frontiers in Genetics,37,18
2018,jour.1018238,Neurology,37,14
2020,jour.1018238,Neurology,37,5
2019,jour.1089762,Journal of Affective Disorders,36,16
2020,jour.1042271,Clinical Epigenetics,36,4
2020,jour.1034427,PLoS Medicine,36,2
2018,jour.1034427,PLoS Medicine,36,17
2018,jour.1089762,Journal of Affective Disorders,36,12
2020,jour.1017081,Heart,36,5
2020,jour.1089762,Journal of Affective Disorders,36,8
2019,jour.1034427,PLoS Medicine,36,17
2018,jour.1042271,Clinical Epigenetics,36,16
2019,jour.1042271,Clinical Epigenetics,36,16
2018,jour.1017081,Heart,36,13
2019,jour.1017081,Heart,36,18
2018,jour.1284558,Innovation in Aging,35,18
2020,jour.1097961,Schizophrenia Research,35,5
2018,jour.1022375,Breast Cancer Research,35,13
2019,jour.1313661,International Journal of Cardiology,35,14
2019,jour.1022375,Breast Cancer Research,35,17
2020,jour.1313661,International Journal of Cardiology,35,3
2019,jour.1097961,Schizophrenia Research,35,16
2018,jour.1097961,Schizophrenia Research,35,14
2018,jour.1313661,International Journal of Cardiology,35,18
2020,jour.1022375,Breast Cancer Research,35,5
2019,jour.1284558,Innovation in Aging,35,17
2020,jour.1119070,Journal of Alzheimer's Disease,34,3
2019,jour.1119070,Journal of Alzheimer's Disease,34,18
2020,jour.1358061,Journal of Investigative Dermatology,34,4
2019,jour.1358061,Journal of Investigative Dermatology,34,13
2018,jour.1119070,Journal of Alzheimer's Disease,34,13
2018,jour.1358061,Journal of Investigative Dermatology,34,17
2020,jour.1345383,Bioinformatics,33,4
2019,jour.1345383,Bioinformatics,33,19
2018,jour.1355527,ISEE Conference Abstracts,33,33
2018,jour.1345383,Bioinformatics,33,10
2019,jour.1005854,Hypertension,32,18
2019,jour.1017226,Annals of the Rheumatic Diseases,32,11
2020,jour.1005854,Hypertension,32,6
2020,jour.1017226,Annals of the Rheumatic Diseases,32,5
2018,jour.1005854,Hypertension,32,8
2018,jour.1017226,Annals of the Rheumatic Diseases,32,16
2020,jour.1312353,JAMA Psychiatry,31,9
2018,jour.1294989,European Journal of Nutrition,31,6
2018,jour.1077219,The Lancet,31,21
2018,jour.1312353,JAMA Psychiatry,31,11
2018,jour.1090493,American Journal of Epidemiology,31,11
2018,jour.1113716,Nature Medicine,31,6
2020,jour.1090493,American Journal of Epidemiology,31,6
2019,jour.1113716,Nature Medicine,31,18
2020,jour.1294989,European Journal of Nutrition,31,13
2019,jour.1294989,European Journal of Nutrition,31,12
2019,jour.1090493,American Journal of Epidemiology,31,14
2018,jour.1100952,Arteriosclerosis Thrombosis and Vascular Biology,31,19
2019,jour.1100952,Arteriosclerosis Thrombosis and Vascular Biology,31,8
2020,jour.1113716,Nature Medicine,31,7
2019,jour.1077219,The Lancet,31,10
2019,jour.1312353,JAMA Psychiatry,31,11
2020,jour.1100952,Arteriosclerosis Thrombosis and Vascular Biology,31,4
2019,jour.1032885,BMC Medicine,30,14
2020,jour.1032885,BMC Medicine,30,3
2018,jour.1032885,BMC Medicine,30,13
2020,jour.1082971,Proceedings of the National Academy of Sciences of the United States of America,29,2
2019,jour.1082971,Proceedings of the National Academy of Sciences of the United States of America,29,13
2018,jour.1046010,Cell Reports,29,18
2019,jour.1046010,Cell Reports,29,8
2018,jour.1082971,Proceedings of the National Academy of Sciences of the United States of America,29,14
2020,jour.1046010,Cell Reports,29,3
2019,jour.1000902,British Journal of Dermatology,29,4
2020,jour.1000902,British Journal of Dermatology,29,8
2018,jour.1000902,British Journal of Dermatology,29,17
2018,jour.1319913,Cancer Research,28,8
2020,jour.1319913,Cancer Research,28,10
2019,jour.1319913,Cancer Research,28,10
2020,jour.1044864,Archives of Cardiovascular Diseases Supplements,27,7
2020,jour.1088587,Environment International,27,3
2018,jour.1011551,Medicine & Science in Sports & Exercise,27,9
2019,jour.1011551,Medicine & Science in Sports & Exercise,27,13
2019,jour.1019815,British Journal of Ophthalmology,27,12
2019,jour.1088587,Environment International,27,10
2018,jour.1044864,Archives of Cardiovascular Diseases Supplements,27,9
2018,jour.1088587,Environment International,27,14
2020,jour.1019815,British Journal of Ophthalmology,27,11
2020,jour.1011551,Medicine & Science in Sports & Exercise,27,5
2019,jour.1044864,Archives of Cardiovascular Diseases Supplements,27,11
2018,jour.1019815,British Journal of Ophthalmology,27,4
2018,jour.1013844,Behavior Genetics,26,8
2018,jour.1021044,European Journal of Heart Failure,26,11
2020,jour.1021044,European Journal of Heart Failure,26,5
2019,jour.1013844,Behavior Genetics,26,13
2020,jour.1034222,Ophthalmology,26,5
2020,jour.1013844,Behavior Genetics,26,5
2019,jour.1034222,Ophthalmology,26,8
2019,jour.1021044,European Journal of Heart Failure,26,10
2018,jour.1034222,Ophthalmology,26,13
2019,jour.1077104,Journal of Medical Genetics,25,10
2019,jour.1085982,Human Genetics,25,11
2019,jour.1053069,JAMA Cardiology,25,9
2019,jour.1297439,European Journal of Preventive Cardiology,25,8
2020,jour.1297439,European Journal of Preventive Cardiology,25,9
2020,jour.1085982,Human Genetics,25,6
2020,jour.1053069,JAMA Cardiology,25,7
2018,jour.1081531,JAMA,25,6
2019,jour.1059210,Clinical Chemistry,25,13
2019,jour.1081531,JAMA,25,14
2020,jour.1059210,Clinical Chemistry,25,1
2020,jour.1081531,JAMA,25,5
2018,jour.1297439,European Journal of Preventive Cardiology,25,8
2018,jour.1077104,Journal of Medical Genetics,25,8
2018,jour.1085982,Human Genetics,25,8
2018,jour.1059210,Clinical Chemistry,25,11
2018,jour.1053069,JAMA Cardiology,25,9
2020,jour.1077104,Journal of Medical Genetics,25,7
2020,jour.1024632,BMC Cancer,24,1
2018,jour.1017023,American Journal of Psychiatry,24,8
2019,jour.1049139,The Lancet Diabetes & Endocrinology,24,12
2020,jour.1017023,American Journal of Psychiatry,24,3
2020,jour.1049139,The Lancet Diabetes & Endocrinology,24,3
2019,jour.1024632,BMC Cancer,24,7
2018,jour.1049139,The Lancet Diabetes & Endocrinology,24,9
2019,jour.1017023,American Journal of Psychiatry,24,13
2018,jour.1024632,BMC Cancer,24,16
2020,jour.1034750,American Journal of Medical Genetics Part B Neuropsychiatric Genetics,23,2
2019,jour.1118362,Nature Neuroscience,23,12
2018,jour.1118362,Nature Neuroscience,23,6
2019,jour.1018580,Journal of Nutrition,23,12
2020,jour.1096580,Journal of Bone and Mineral Research,23,5
2019,jour.1096580,Journal of Bone and Mineral Research,23,7
2019,jour.1300829,Communications Biology,23,12
2018,jour.1018580,Journal of Nutrition,23,6
2020,jour.1118362,Nature Neuroscience,23,5
2020,jour.1300829,Communications Biology,23,5
2020,jour.1018580,Journal of Nutrition,23,5
2018,jour.1034750,American Journal of Medical Genetics Part B Neuropsychiatric Genetics,23,10
2018,jour.1300829,Communications Biology,23,6
2019,jour.1034750,American Journal of Medical Genetics Part B Neuropsychiatric Genetics,23,11
2018,jour.1096580,Journal of Bone and Mineral Research,23,11
2020,jour.1055081,Journal of Allergy and Clinical Immunology,22,5
2018,jour.1113735,Clinical Cancer Research,22,6
2018,jour.1023439,Genome Biology,22,8
2019,jour.1055081,Journal of Allergy and Clinical Immunology,22,11
2020,jour.1023439,Genome Biology,22,3
2020,jour.1005853,Circulation Research,22,6
2019,jour.1005853,Circulation Research,22,6
2019,jour.1113735,Clinical Cancer Research,22,12
2019,jour.1023439,Genome Biology,22,11
2018,jour.1005853,Circulation Research,22,10
2020,jour.1113735,Clinical Cancer Research,22,4
2018,jour.1055081,Journal of Allergy and Clinical Immunology,22,6
2018,jour.1041642,Aging,22,6
2019,jour.1041642,Aging,22,13
2020,jour.1041642,Aging,22,3
2018,jour.1046517,eLife,21,5
2019,jour.1040124,Genome Medicine,21,6
2019,jour.1077125,Gut,21,13
2020,jour.1048290,Journal of Clinical Medicine,21,7
2020,jour.1034742,Clinical Nutrition,21,6
2018,jour.1009788,Journal of Electrocardiology,21,9
2018,jour.1284211,Journal of Child Psychology and Psychiatry,21,10
2018,jour.1077125,Gut,21,7
2019,jour.1284211,Journal of Child Psychology and Psychiatry,21,7
2019,jour.1051466,JAMA Oncology,21,8
2020,jour.1050984,EBioMedicine,21,2
2018,jour.1017311,British Journal Of Nutrition,21,7
2019,jour.1050984,EBioMedicine,21,10
2020,jour.1040124,Genome Medicine,21,8
2020,jour.1009788,Journal of Electrocardiology,21,4
2019,jour.1048290,Journal of Clinical Medicine,21,12
2018,jour.1048290,Journal of Clinical Medicine,21,2
2018,jour.1040124,Genome Medicine,21,7
2018,jour.1034742,Clinical Nutrition,21,8
2020,jour.1051466,JAMA Oncology,21,6
2020,jour.1284211,Journal of Child Psychology and Psychiatry,21,4
2018,jour.1051466,JAMA Oncology,21,7
2020,jour.1077125,Gut,21,1
2020,jour.1017311,British Journal Of Nutrition,21,3
2019,jour.1034742,Clinical Nutrition,21,7
2020,jour.1046517,eLife,21,5
2019,jour.1009788,Journal of Electrocardiology,21,8
2019,jour.1046517,eLife,21,11
2018,jour.1050984,EBioMedicine,21,9
2019,jour.1017311,British Journal Of Nutrition,21,11
2019,jour.1102176,European Journal of Public Health,20,9
2019,jour.1017376,Journal of Epidemiology & Community Health,20,12
2019,jour.1016325,"Nephrology,Dialysis and Transplantation",20,5
2020,jour.1016325,"Nephrology,Dialysis and Transplantation",20,3
2019,jour.1284458,Journal of the Endocrine Society,20,8
2020,jour.1017376,Journal of Epidemiology & Community Health,20,3
2020,jour.1284458,Journal of the Endocrine Society,20,11
2018,jour.1017305,Brain,20,4
2020,jour.1017031,American Journal of Respiratory and Critical Care Medicine,20,8
2020,jour.1017305,Brain,20,6
2018,jour.1017031,American Journal of Respiratory and Critical Care Medicine,20,5
2018,jour.1102176,European Journal of Public Health,20,11
2018,jour.1016325,"Nephrology,Dialysis and Transplantation",20,12
2018,jour.1046459,Journal of Global Health,20,11
2019,jour.1017305,Brain,20,10
2020,jour.1046459,Journal of Global Health,20,3
2018,jour.1284458,Journal of the Endocrine Society,20,1
2019,jour.1046459,Journal of Global Health,20,6
2018,jour.1017376,Journal of Epidemiology & Community Health,20,5
2019,jour.1017031,American Journal of Respiratory and Critical Care Medicine,20,7
2018,jour.1039135,Journal of Crohn's and Colitis,19,12
2019,jour.1300619,JNCI Cancer Spectrum,19,5
2018,jour.1099176,Neuropsychopharmacology,19,8
2020,jour.1043163,Cancers,19,3
2020,jour.1017825,Journal of Psychiatric Research,19,1
2020,jour.1300619,JNCI Cancer Spectrum,19,5
2019,jour.1099176,Neuropsychopharmacology,19,9
2018,jour.1043163,Cancers,19,2
2020,jour.1099176,Neuropsychopharmacology,19,2
2019,jour.1039135,Journal of Crohn's and Colitis,19,4
2019,jour.1043163,Cancers,19,14
2019,jour.1095137,Diabetic Medicine,19,8
2018,jour.1017825,Journal of Psychiatric Research,19,10
2020,jour.1095137,Diabetic Medicine,19,6
2019,jour.1292489,Current Developments in Nutrition,19,19
2020,jour.1039135,Journal of Crohn's and Colitis,19,3
2018,jour.1095137,Diabetic Medicine,19,5
2019,jour.1017825,Journal of Psychiatric Research,19,8
2018,jour.1300619,JNCI Cancer Spectrum,19,9
2019,jour.1023790,BMC Genomics,18,6
2020,jour.1023790,BMC Genomics,18,1
2019,jour.1085913,Psychoneuroendocrinology,18,10
2018,jour.1023790,BMC Genomics,18,11
2019,jour.1103045,Human Mutation,18,10
2020,jour.1085913,Psychoneuroendocrinology,18,4
2018,jour.1103045,Human Mutation,18,6
2020,jour.1103045,Human Mutation,18,2
2018,jour.1085913,Psychoneuroendocrinology,18,4
2019,jour.1036857,Journal of Thoracic Oncology,17,8
2018,jour.1371339,arXiv,17,7
2020,jour.1097884,European Respiratory Journal,17,3
2019,jour.1371339,arXiv,17,7
2018,jour.1047731,GigaScience,17,13
2020,jour.1086359,Investigative Ophthalmology & Visual Science,17,1
2018,jour.1101564,"NMCD - Nutrition,Metabolism and Cardiovascular Diseases",17,5
2020,jour.1095400,Journal of Hepatology,17,4
2018,jour.1009554,Environmental Research,17,9
2020,jour.1100917,Cancer Causes & Control,17,3
2019,jour.1047731,GigaScience,17,4
2019,jour.1097936,European Journal of Clinical Nutrition,17,8
2020,jour.1030586,The Lancet Neurology,17,3
2020,jour.1009554,Environmental Research,17,5
2018,jour.1086359,Investigative Ophthalmology & Visual Science,17,9
2019,jour.1009554,Environmental Research,17,3
2020,jour.1097936,European Journal of Clinical Nutrition,17,3
2019,jour.1101564,"NMCD - Nutrition,Metabolism and Cardiovascular Diseases",17,7
2018,jour.1036857,Journal of Thoracic Oncology,17,8
2020,jour.1101564,"NMCD - Nutrition,Metabolism and Cardiovascular Diseases",17,5
2018,jour.1030586,The Lancet Neurology,17,7
2019,jour.1038403,Journal of Clinical Lipidology,17,4
2018,jour.1095400,Journal of Hepatology,17,5
2020,jour.1038403,Journal of Clinical Lipidology,17,1
2018,jour.1097884,European Respiratory Journal,17,10
2019,jour.1030586,The Lancet Neurology,17,7
2018,jour.1100708,Journal of the American Society of Nephrology,17,8
2020,jour.1100708,Journal of the American Society of Nephrology,17,3
2020,jour.1027238,The Pharmacogenomics Journal,17,2
2020,jour.1371339,arXiv,17,3
2018,jour.1038403,Journal of Clinical Lipidology,17,12
2019,jour.1095400,Journal of Hepatology,17,8
2019,jour.1097884,European Respiratory Journal,17,4
2019,jour.1100708,Journal of the American Society of Nephrology,17,6
2019,jour.1086359,Investigative Ophthalmology & Visual Science,17,7
2020,jour.1036857,Journal of Thoracic Oncology,17,1
2018,jour.1097936,European Journal of Clinical Nutrition,17,6
2018,jour.1100917,Cancer Causes & Control,17,8
2018,jour.1027238,The Pharmacogenomics Journal,17,8
2019,jour.1027238,The Pharmacogenomics Journal,17,7
2019,jour.1100917,Cancer Causes & Control,17,6
2019,jour.1319882,Journal of Internal Medicine,16,3
2019,jour.1036439,Obesity,16,6
2018,jour.1319882,Journal of Internal Medicine,16,7
2018,jour.1081904,Journal of the American Geriatrics Society,16,10
2018,jour.1036439,Obesity,16,8
2019,jour.1017255,JAMA Neurology,16,6
2020,jour.1014075,New England Journal of Medicine,16,4
2019,jour.1081904,Journal of the American Geriatrics Society,16,3
2020,jour.1081904,Journal of the American Geriatrics Society,16,3
2020,jour.1017255,JAMA Neurology,16,4
2018,jour.1017255,JAMA Neurology,16,6
2020,jour.1097065,Leukemia,16,3
2018,jour.1014075,New England Journal of Medicine,16,5
2019,jour.1031710,Clinical Gastroenterology and Hepatology,16,9
2019,jour.1097065,Leukemia,16,6
2019,jour.1014075,New England Journal of Medicine,16,7
2018,jour.1097065,Leukemia,16,7
2018,jour.1031710,Clinical Gastroenterology and Hepatology,16,4
2020,jour.1031710,Clinical Gastroenterology and Hepatology,16,3
2020,jour.1319882,Journal of Internal Medicine,16,6
2020,jour.1036439,Obesity,16,2
2018,jour.1021970,Sleep Medicine,15,3
2018,jour.1043645,Oncotarget,15,10
2018,jour.1115480,Annals of Noninvasive Electrocardiology,15,5
2018,jour.1103053,NeuroImage,15,5
2019,jour.1095411,Bone,15,7
2018,jour.1137185,Diabetologie und Stoffwechsel,15,7
2020,jour.1084523,European Urology,15,1
2019,jour.1103053,NeuroImage,15,5
2019,jour.1007282,Cardiovascular Research,15,2
2020,jour.1115480,Annals of Noninvasive Electrocardiology,15,2
2019,jour.1084523,European Urology,15,7
2019,jour.1115480,Annals of Noninvasive Electrocardiology,15,8
2019,jour.1039049,Stem Cell Research,15,10
2019,jour.1020801,Diabetes Obesity and Metabolism,15,4
2018,jour.1036466,Epigenetics,15,9
2020,jour.1007282,Cardiovascular Research,15,3
2018,jour.1088755,Sleep,15,4
2019,jour.1044353,Frontiers in Psychiatry,15,6
2019,jour.1088755,Sleep,15,9
2019,jour.1042348,Arthritis Care & Research,15,8
2018,jour.1045166,Frontiers in Immunology,15,6
2019,jour.1036466,Epigenetics,15,4
2018,jour.1034947,International Journal of Environmental Research and Public Health,15,6
2019,jour.1137185,Diabetologie und Stoffwechsel,15,8
2018,jour.1039049,Stem Cell Research,15,4
2018,jour.1044353,Frontiers in Psychiatry,15,5
2018,jour.1042348,Arthritis Care & Research,15,3
2018,jour.1084523,European Urology,15,7
2019,jour.1043645,Oncotarget,15,5
2018,jour.1020801,Diabetes Obesity and Metabolism,15,8
2018,jour.1007282,Cardiovascular Research,15,10
2019,jour.1034947,International Journal of Environmental Research and Public Health,15,7
2018,jour.1095411,Bone,15,5
2019,jour.1011880,The American Journal of Cardiology,15,2
2019,jour.1045166,Frontiers in Immunology,15,8
2019,jour.1021970,Sleep Medicine,15,8
2018,jour.1011880,The American Journal of Cardiology,15,9
2020,jour.1020801,Diabetes Obesity and Metabolism,15,3
2020,jour.1044353,Frontiers in Psychiatry,15,4
2020,jour.1045166,Frontiers in Immunology,15,1
2020,jour.1088755,Sleep,15,2
2020,jour.1036466,Epigenetics,15,2
2020,jour.1103053,NeuroImage,15,5
2020,jour.1039049,Stem Cell Research,15,1
2020,jour.1095411,Bone,15,3
2020,jour.1021970,Sleep Medicine,15,4
2020,jour.1034947,International Journal of Environmental Research and Public Health,15,2
2020,jour.1042348,Arthritis Care & Research,15,4
2020,jour.1011880,The American Journal of Cardiology,15,4
2018,jour.1294974,European Journal of Cancer,14,6
2018,jour.1096585,Movement Disorders,14,3
2018,jour.1091552,Carcinogenesis,14,8
2019,jour.1091552,Carcinogenesis,14,4
2019,jour.1030524,Endocrine Abstracts,14,7
2020,jour.1082734,Journal of the American Academy of Child & Adolescent Psychiatry,14,3
2018,jour.1086831,Annals of Neurology,14,6
2018,jour.1017084,Occupational and Environmental Medicine,14,13
2019,jour.1086831,Annals of Neurology,14,4
2019,jour.1002368,The British Journal of Psychiatry,14,4
2019,jour.1034535,Cell Metabolism,14,2
2019,jour.1294974,European Journal of Cancer,14,4
2020,jour.1294974,European Journal of Cancer,14,4
2019,jour.1017084,Occupational and Environmental Medicine,14,1
2019,jour.1082734,Journal of the American Academy of Child & Adolescent Psychiatry,14,10
2020,jour.1034535,Cell Metabolism,14,2
2020,jour.1096585,Movement Disorders,14,2
2020,jour.1017855,The Journal of Urology,14,3
2019,jour.1017855,The Journal of Urology,14,7
2019,jour.1301348,Environmental Epidemiology,14,13
2018,jour.1030524,Endocrine Abstracts,14,7
2018,jour.1085443,Revue d'Epidémiologie et de Santé Publique,14,12
2018,jour.1034535,Cell Metabolism,14,10
2019,jour.1017222,Annals of Internal Medicine,14,5
2020,jour.1017222,Annals of Internal Medicine,14,2
2019,jour.1096585,Movement Disorders,14,9
2018,jour.1082734,Journal of the American Academy of Child & Adolescent Psychiatry,14,1
2018,jour.1002368,The British Journal of Psychiatry,14,4
2018,jour.1301348,Environmental Epidemiology,14,1
2020,jour.1086831,Annals of Neurology,14,4
2019,jour.1085443,Revue d'Epidémiologie et de Santé Publique,14,2
2020,jour.1002368,The British Journal of Psychiatry,14,6
2020,jour.1091552,Carcinogenesis,14,2
2018,jour.1017222,Annals of Internal Medicine,14,7
2018,jour.1017855,The Journal of Urology,14,4
2020,jour.1023607,Nature Reviews Genetics,13,2
2019,jour.1294812,Scandinavian Journal of Public Health,13,3
2018,jour.1093917,Hepatology,13,4
2019,jour.1093917,Hepatology,13,2
2018,jour.1023607,Nature Reviews Genetics,13,5
