aff_id,aff_name,aff_city,aff_city_id,aff_country,aff_country_code,aff_state,aff_state_code,pub_id,researcher_id,first_name,last_name
,"Department of Psychiatry, Amsterdam UMC, Vrije Universiteit and GGZinGeest, Amsterdam, the Netherlands",,,,,,,pub.1125979116,,Yuri,Milaneschi
,"Department of Psychiatry, Amsterdam UMC, Vrije Universiteit and GGZinGeest, Amsterdam, the Netherlands",,,,,,,pub.1125979116,,Brenda W. J. H.,Penninx
,"Kronos Bio, Cambridge, MA, USA",,,,,,,pub.1126104074,ur.01275500155.38,Charles Y.,Lin
,"Université de Paris, Génomes, Biologie Cellulaire et Thérapeutique U944, INSERM, CNRS, Paris, France",,,,,,,pub.1125672445,,Bryann,Pardieu
,"Université de Paris, Génomes, Biologie Cellulaire et Thérapeutique U944, INSERM, CNRS, Paris, France",,,,,,,pub.1125672445,ur.0706562200.74,Reinaldo Dal,Bello
,"Université de Paris, Génomes, Biologie Cellulaire et Thérapeutique U944, INSERM, CNRS, Paris, France",,,,,,,pub.1125672445,,Antoine,Forget
,"Université de Paris, Génomes, Biologie Cellulaire et Thérapeutique U944, INSERM, CNRS, Paris, France",,,,,,,pub.1125672445,ur.0703470210.39,Raphael,Itzykson
,"Université de Paris, Génomes, Biologie Cellulaire et Thérapeutique U944, INSERM, CNRS, Paris, France",,,,,,,pub.1125672445,ur.01332015546.63,Alexandre,Puissant
,"Galicia Sur Health Research Institute, Vigo, Spain",,,,,,,pub.1124596160,,Harald,Detering
,"Faculty of Science and Technology, University of Vic—Central University of Catalonia (UVic-UCC), Vic, Spain",,,,,,,pub.1124596160,,Ana,Dueso-Barroso
,"Division of Genetics and Genomics, Boston Children’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124596160,,Eunjung Alice,Lee
,"Department of Bioinformatics and Functional Genomics, Institute of Pharmacy and Molecular Biotechnology, Heidelberg University and BioQuant Center, Heidelberg, Germany",,,,,,,pub.1124591962,ur.01263007460.43,Roland,Eils
,"Ludwig Center at Harvard, Boston, MA, USA",,,,,,,pub.1124590832,ur.01076500142.30,Isidro,Cortés-Ciriano
,"Ludwig Center at Harvard, Boston, MA, USA",,,,,,,pub.1124590832,ur.014576241045.08,Jake June-Koo,Lee
,"Ben May Department for Cancer Research, University of Chicago, Chicago, IL, USA",,,,,,,pub.1124590832,ur.01070363567.54,Lixing,Yang
,"Ludwig Center at Harvard, Boston, MA, USA",,,,,,,pub.1124590832,ur.01024612701.33,Peter J.,Park
,"Center for Data Sciences, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.0673101253.30,Maria,Gutierrez-Arcelus
,"Division of Genetics, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.0673101253.30,Maria,Gutierrez-Arcelus
,"Division of Rheumatology, Inflammation and Immunity, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.0673101253.30,Maria,Gutierrez-Arcelus
,"Center for Data Sciences, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.01055262207.23,Yuriy,Baglaenko
,"Division of Genetics, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.01055262207.23,Yuriy,Baglaenko
,"Division of Rheumatology, Inflammation and Immunity, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.01055262207.23,Yuriy,Baglaenko
,"Center for Data Sciences, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.0776041611.46,Jatin,Arora
,"Division of Genetics, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.0776041611.46,Jatin,Arora
,"Division of Rheumatology, Inflammation and Immunity, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.0776041611.46,Jatin,Arora
,"Center for Data Sciences, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.013236164453.42,Susan,Hannes
,"Division of Genetics, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.013236164453.42,Susan,Hannes
,"Division of Rheumatology, Inflammation and Immunity, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.013236164453.42,Susan,Hannes
,"Center for Data Sciences, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.01045664025.48,Yang,Luo
,"Division of Genetics, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.01045664025.48,Yang,Luo
,"Division of Rheumatology, Inflammation and Immunity, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.01045664025.48,Yang,Luo
,"Center for Data Sciences, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.01351055572.10,Tiffany,Amariuta
,"Division of Genetics, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.01351055572.10,Tiffany,Amariuta
,"Division of Rheumatology, Inflammation and Immunity, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.01351055572.10,Tiffany,Amariuta
,"Center for Data Sciences, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.0764126063.95,Nikola,Teslovich
,"Division of Genetics, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.0764126063.95,Nikola,Teslovich
,"Division of Rheumatology, Inflammation and Immunity, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.0764126063.95,Nikola,Teslovich
,"Division of Rheumatology, Inflammation and Immunity, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.0606344603.23,Deepak A.,Rao
,"Division of Rheumatology, Inflammation and Immunity, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.01101224526.50,Joerg,Ermann
,"Division of Rheumatology, Inflammation and Immunity, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.0735545217.04,A. Helena,Jonsson
,"Division of Rheumatology, Inflammation and Immunity, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.012505373752.33,Michael B.,Brenner
,"Center for Data Sciences, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.012114463457.52,Soumya,Raychaudhuri
,"Division of Genetics, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.012114463457.52,Soumya,Raychaudhuri
,"Division of Rheumatology, Inflammation and Immunity, Department of Medicine, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124914154,ur.012114463457.52,Soumya,Raychaudhuri
,"Department of Biochemistry and Molecular Biology, The University of Texas Health Science Center at Houston McGovern Medical School, Houston, TX, USA",,,,,,,pub.1124588502,ur.016443554367.73,Leng,Han
,"Laboratory for Cancer Genomics, RIKEN Center for Integrative Medical Sciences, Yokohama, Japan",,,,,,,pub.1124588502,ur.0771050566.51,Hidewaki,Nakagawa
,"Division of Hematology/Oncology, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea",,,,,,,pub.1124588502,ur.013446217634.88,Keunchil,Park
,"NORMENT, KG Jebsen Centre for Psychosis Research, Institute of Clinical Medicine, University of Oslo, Oslo, Norway",,,,,,,pub.1124645095,ur.012215342017.17,Oleksandr,Frei
,"NORMENT, KG Jebsen Centre for Psychosis Research, Institute of Clinical Medicine, University of Oslo, Oslo, Norway",,,,,,,pub.1124645095,ur.01263457230.91,Ole A.,Andreassen
,"Dermatology Office, Amiens, France",,,,,,,pub.1124649465,,Esther,Carmi
,"Department of Medical Genetics, Montreal Children’s Hospital, McGill University Health Centre, Montreal, Quebec, Canada",,,,,,,pub.1124649465,,Geneviève,Bernard
,"NORMENT, K.G. Jebsen Centre for Psychosis Research, Institute of Clinical Medicine, University of Oslo, Oslo, Norway",,,,,,,pub.1124647513,ur.01061477277.17,Lavinia,Athanasiu
,"NORMENT, K.G. Jebsen Centre for Psychosis Research, Institute of Clinical Medicine, University of Oslo, Oslo, Norway",,,,,,,pub.1124647513,,Aree,Witoelar
,"AHUS Campus, University of Oslo, Oslo, Norway",,,,,,,pub.1124647513,,Ina S.,Almdahl
,"NORMENT, K.G. Jebsen Centre for Psychosis Research, Institute of Clinical Medicine, University of Oslo, Oslo, Norway",,,,,,,pub.1124647513,,Francesco,Bettella
,"NORMENT, K.G. Jebsen Centre for Psychosis Research, Institute of Clinical Medicine, University of Oslo, Oslo, Norway",,,,,,,pub.1124647513,ur.0722663766.79,Srdjan,Djurovic
,"AHUS Campus, University of Oslo, Oslo, Norway",,,,,,,pub.1124647513,ur.01055436526.26,Tormod,Fladby
,"Department of Research and Innovation, Helse Fonna, Haugesund, Norway",,,,,,,pub.1124647513,,Arvid,Rongve
,"NORMENT, K.G. Jebsen Centre for Psychosis Research, Institute of Clinical Medicine, University of Oslo, Oslo, Norway",,,,,,,pub.1124647513,,Yunpeng,Wang
,"NORMENT, K.G. Jebsen Centre for Psychosis Research, Institute of Clinical Medicine, University of Oslo, Oslo, Norway",,,,,,,pub.1124647513,ur.01263457230.91,Ole A.,Andreassen
,"Department of Biochemistry and Molecular Biology, The University of Texas Health Science Center at Houston McGovern Medical School, Houston, TX, USA",,,,,,,pub.1124800285,ur.016443554367.73,Leng,Han
,"Laboratory for Cancer Genomics, RIKEN Center for Integrative Medical Sciences, Yokohama, Japan",,,,,,,pub.1124800285,ur.0771050566.51,Hidewaki,Nakagawa
,"Division of Hematology/Oncology, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea",,,,,,,pub.1124800285,ur.013446217634.88,Keunchil,Park
,"Department of Ophthalmology, Prince of Wales Hospital Randwick, Sydney, New South Wales, Australia",,,,,,,pub.1124188684,,Ashish,Agar
,"South Australian Institute of Ophthalmology, Royal Adelaide Hospital, Adelaide, South Australia, Australia",,,,,,,pub.1124188684,,Anna,Galanopoulos
,"Discipline of Ophthalmology, Faculty of Medicine and Health, University of Sydney, Sydney Eye Hospital, Sydney, New South Wales, Australia",,,,,,,pub.1124188684,,Ivan,Goldberg
,"Department of Ophthalmology, University Hospital Bern, Inselspital, University of Bern, Bern, Switzerland",,,,,,,pub.1124188684,,Rene,Hoehn
,"Lions Eye Institute, Centre for Ophthalmology and Vision Sciences, University of Western Australia, Perth, Western Australia, Australia",,,,,,,pub.1124188684,,David A.,Mackey
,"Genome Stability Laboratory, CHU de Québec Research Center, HDQ Pavilion, Oncology Division, Quebec, Quebec, Canada",,,,,,,pub.1124865918,,Marie-Christine,Caron
,"Genome Stability Laboratory, CHU de Québec Research Center, HDQ Pavilion, Oncology Division, Quebec, Quebec, Canada",,,,,,,pub.1124865918,,Niraj,Joshi
,"Genome Stability Laboratory, CHU de Québec Research Center, HDQ Pavilion, Oncology Division, Quebec, Quebec, Canada",,,,,,,pub.1124865918,,Jean-Yves,Masson
,"Physiology, Biophysics, and Systems Biology Program, Weill Cornell Graduate School, New York, NY, USA",,,,,,,pub.1124049397,ur.0745052340.10,Sagar,Chhangawala
,"Department of Nephrology and Hypertension, University Hospital Erlangen, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany",,,,,,,pub.1124191126,,Birgit,Hausknecht
,"Department of Physiology and Biophysics, Weill Cornell Medicine-Qatar, Education City, Doha, Qatar",,,,,,,pub.1124191126,,Karsten,Suhre
,"Department of Nephrology and Hypertension, University Hospital Erlangen, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany",,,,,,,pub.1124191126,ur.01141331125.40,Kai-Uwe,Eckardt
,"Lunenfeld-Tanenbaum Research Institute, Mount Sinai Hospital, Toronto, Ontario, Canada",,,,,,,pub.1124048400,,Ayelet,Borgida
,"Pancreas Centre BC, Vancouver, British Columbia, Canada",,,,,,,pub.1124048400,ur.01065661546.67,Joanna M.,Karasinska
,"Pancreas Centre BC, Vancouver, British Columbia, Canada",,,,,,,pub.1124048400,,James T.,Topham
,"Pancreas Centre BC, Vancouver, British Columbia, Canada",,,,,,,pub.1124048400,ur.0757004616.26,Daniel J.,Renouf
,"Department of Medical Oncology, BC Cancer, Vancouver, British Columbia, Canada",,,,,,,pub.1124048400,ur.0757004616.26,Daniel J.,Renouf
,"Pancreas Centre BC, Vancouver, British Columbia, Canada",,,,,,,pub.1124048400,ur.01002345662.19,David F.,Schaeffer
,"Department of Medical Oncology, BC Cancer, Vancouver, British Columbia, Canada",,,,,,,pub.1124048400,ur.01252152351.58,Janessa,Laskin
,"Lunenfeld-Tanenbaum Research Institute, Mount Sinai Hospital, Toronto, Ontario, Canada",,,,,,,pub.1124048400,ur.014617747257.97,Steven,Gallinger
,"Department of Medical Oncology, Dana–Farber Cancer Institute, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124547473,ur.01267205216.49,Felix,Dietlein
,"Division of Genetics, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124547473,ur.01172110650.60,Donate,Weghorn
,"Department of Medical Oncology, Dana–Farber Cancer Institute, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124547473,ur.0701230635.04,Amaro,Taylor-Weiner
,"Department of Medical Oncology, Dana–Farber Cancer Institute, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124547473,ur.014453435605.34,Brendan,Reardon
,"Department of Medical Oncology, Dana–Farber Cancer Institute, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124547473,ur.0654235666.54,David,Liu
,"Department of Medical Oncology, Dana–Farber Cancer Institute, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124547473,ur.01274137244.17,Eliezer M.,Van Allen
,"Division of Genetics, Brigham and Women’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124547473,ur.01310516710.30,Shamil R.,Sunyaev
,"Division of Hematology/Oncology, Boston Children’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124188010,ur.0776111313.21,Anindita,Basak
,"Department of Pediatric Oncology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124188010,ur.0776111313.21,Anindita,Basak
,"Division of Hematology/Oncology, Boston Children’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124188010,ur.0700325643.61,Caleb A.,Lareau
,"Department of Pediatric Oncology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124188010,ur.0700325643.61,Caleb A.,Lareau
,"Division of Hematology/Oncology, Boston Children’s Hospital, Harvard Medical School, Boston, MA, USA",,,,,,,pub.1124188010,ur.016503761004.21,Kara E.,Montbleau
