id,title,year,doi
pub.1003055534,Sudden Cardiac Death Due to Deficiency of the Mitochondrial Inorganic Pyrophosphatase PPA2,2016,10.1016/j.ajhg.2016.06.027
pub.1029274816,Validation of presentation and 3 h high-sensitivity troponin to rule-in and rule-out acute myocardial infarction,2016,10.1136/heartjnl-2015-308505
pub.1019773607,Validation of NICE diagnostic guidance for rule out of myocardial infarction using high-sensitivity troponin tests,2016,10.1136/heartjnl-2016-309270
pub.1079312891,"The All New Zealand Acute Coronary Syndrome Quality Improvement Programme: Implementation, Methodology and Cohorts (ANZACS-QI 9).",2016,
pub.1012319827,Osteoprotegerin: A novel biomarker for inflammatory bowel disease and gastrointestinal carcinoma,2016,10.1111/jgh.13324
pub.1021162338,Do self-management interventions in COPD patients work and which patients benefit most? An individual patient data meta-analysis,2016,10.2147/copd.s107884
pub.1030300294,Does the addition of saline infusion sonohysterography to transvaginal ultrasonography prevent unnecessary hysteroscopy in premenopausal women with abnormal uterine bleeding?,2016,10.1111/ajo.12490
pub.1020240856,Subspecialisation in emergency medicine: A specialty at the crossroads,2016,10.1111/1742-6723.12629
pub.1036240290,"ACEM trainee opportunities in subspecialist domains: Experience from ultrasound, pre‐hospital and medical education terms",2016,10.1111/1742-6723.12631
pub.1095392277,Monitoring peripheral blood flow change using transmission photoplethysmography sensor,2016,10.1109/mesa.2016.7587141
pub.1052658645,Defining post-operative pancreatitis as a new pancreatic specific complication following pancreatic resection,2016,10.1016/j.hpb.2016.05.006
pub.1043971009,Debakey Vs Stanford: Are they the same?,2016,10.1016/j.hlc.2015.12.044
pub.1014212009,The Utility of Contrast Medium Fractional Flow Reserve in Functional Assessment of Coronary Disease,2016,10.1016/j.hlc.2016.06.477
pub.1038303533,The Outcomes and Patterns of Treatment Failure After Surgery for Locally Recurrent Rectal Cancer,2016,10.1097/sla.0000000000001524
pub.1046705623,Prognostic impact of atrial fibrillation in the emergency chest pain presentation,2016,10.1016/j.hlc.2016.06.645
pub.1039517409,Long-Term Quality of Life (QOL) Results After Insertion of Implantable Cardiac Defibrillators at Christchurch Hospital,2016,10.1016/j.hlc.2016.06.353
pub.1024842355,Hypofractionated radiation therapy for early breast cancer,2016,10.1002/14651858.cd003860.pub4
pub.1002110520,Diagnosis of Myocardial Infarction Using a High-Sensitivity Troponin I 1-Hour Algorithm,2016,10.1001/jamacardio.2016.0695
pub.1045777622,Evaluation of High-Sensitivity Cardiac Troponin I Levels in Patients With Suspected Acute Coronary Syndrome,2016,10.1001/jamacardio.2016.1309
pub.1079294432,Ethnic inequalities in stroke: improvements not fast enough for everyone.,2016,
pub.1079294442,Intercalated degrees in New Zealand: a call for more undergraduate medical research training opportunities.,2016,
pub.1045591353,"Standardization of Administered Activities in Pediatric Nuclear Medicine: A Report of the First Nuclear Medicine Global Initiative Project, Part 2—Current Standards and the Path Toward Global Standardization",2016,10.2967/jnumed.115.169714
pub.1005164442,Do patients want choice? An observational study of neurology consultations,2016,10.1016/j.pec.2016.02.015
pub.1029552690,Are individuals with Parkinson's disease capable of speech-motor learning? – A preliminary evaluation,2016,10.1016/j.parkreldis.2016.05.001
pub.1046243783,"Mutations in CDC45, Encoding an Essential Component of the Pre-initiation Complex, Cause Meier-Gorlin Syndrome and Craniosynostosis",2016,10.1016/j.ajhg.2016.05.019
pub.1064124198,Characteristics of effective self-management interventions in patients with COPD: individual patient data meta-analysis,2016,10.1183/13993003.01860-2015
pub.1051033894,Pneumococcal vaccine impact on otitis media microbiology: A New Zealand cohort study before and after the introduction of PHiD-CV10 vaccine,2016,10.1016/j.vaccine.2016.05.041
pub.1015021018,Assessing respiratory mechanics using pressure reconstruction method in mechanically ventilated spontaneous breathing patient,2016,10.1016/j.cmpb.2016.03.025
pub.1043462320,Effectiveness of EDACS Versus ADAPT Accelerated Diagnostic Pathways for Chest Pain: A Pragmatic Randomized Controlled Trial Embedded Within Practice,2016,10.1016/j.annemergmed.2016.01.001
pub.1052203866,Late Radiological and Clinical Outcomes of Traumatic Thoracic Aortic Injury Managed with Thoracic Endovascular Aortic Repair,2016,10.1007/s00268-016-3457-6
pub.1000091496,Creating the optimal workspace for hospital staff using human centred design,2016,10.1111/imj.13124
pub.1044604536,"Concentrations of Adalimumab and Infliximab in Mothers and Newborns, and Effects on Infection",2016,10.1053/j.gastro.2016.04.002
pub.1021816652,Stroke,2016,10.1002/9781118753262.ch15
pub.1059302236,Early Decompression following Cervical Spinal Cord Injury: Examining the Process of Care from Accident Scene to Surgery,2016,10.1089/neu.2015.4207
pub.1067169471,Impact of High-Sensitivity Troponin I Testing with Sex-Specific Cutoffs on the Diagnosis of Acute Myocardial Infarction.,2016,10.1373/clinchem.2015.252569
pub.1059645866,Combined genetic and splicing analysis of BRCA1 c.[594-2A>C; 641A>G] highlights the relevance of naturally occurring in-frame transcripts for developing disease gene variant classification algorithms,2016,10.1093/hmg/ddw094
pub.1068832580,"Bi-pedicle nipple-sparing mastectomy (modified Letterman technique) and TIGR mesh-assisted immediate implant reconstruction, in a patient with Cowden syndrome",2016,10.21037/gs.2015.12.01
pub.1036909371,Time to presentation and 12-month health outcomes in patients presenting to the emergency department with symptoms of possible acute coronary syndrome,2016,10.1136/emermed-2015-204978
pub.1000277655,Conservative treatment for incontinence in women in rest home care in Christchurch: Outcomes and cost,2016,10.1002/nau.22773
pub.1037612087,B-type natriuretic peptide signal peptide (BNPsp) in patients presenting with chest pain,2016,10.1016/j.clinbiochem.2016.02.015
pub.1044923824,PNR-40EMBRYONAL TUMOR WITH MULTILAYERED ROSETTES: A UNIQUE NEW CLINICAL ENTITY,2016,10.1093/neuonc/now067.34
pub.1004068346,The mobile phone compatible burns dressing,2016,10.1111/iwj.12305
pub.1039251087,Inflammatory bowel disease risk and the environment: Where to next?,2016,10.1111/jgh.13375
pub.1039129469,Medically unexplained symptoms in patients with PNES: Do they explain poor employment outcome in patients with good seizure outcomes?,2016,10.1016/j.yebeh.2016.03.027
pub.1023075194,Disability profile of multiple sclerosis in New Zealand,2016,10.1016/j.jocn.2015.09.020
pub.1106843389,Hypertension and beta-blocker use as prognostic and predictive factors in metastatic colorectal cancer: A retrospective analysis of NCIC CTG CO.17.,2016,10.1200/jco.2016.34.15_suppl.e15025
pub.1106842746,"A phase 1b study of the anti-cancer stem cell agent demcizumab (DEM), pemetrexed (PEM) & carboplatin (CARBO) in patients (pts)with 1 st line non-squamous NSCLC.",2016,10.1200/jco.2016.34.15_suppl.9023
pub.1106842513,Pacritinib (PAC) vs best available therapy (BAT) in myelofibrosis (MF): 60 week follow-up of the phase III PERSIST-1 trial.,2016,10.1200/jco.2016.34.15_suppl.7065
pub.1106842608,Efficacy and safety of ixazomib plus lenalidomide-dexamethasone (IRd) vs placebo-rd in patients (pts) with relapsed/refractory multiple myeloma (RRMM) by cytogenetic risk status in the global phase III Tourmaline-MM1 study.,2016,10.1200/jco.2016.34.15_suppl.8018
pub.1106842460,Pacritinib (PAC) vs best available therapy (BAT) in myelofibrosis (MF): Outcomes in patients (pts) with baseline (BL) thrombocytopenia.,2016,10.1200/jco.2016.34.15_suppl.7011
pub.1106842514,Outcomes in patients with myelofibrosis and RBC-transfusion dependence in the phase III PERSIST-1 study of pacritinib vs. best available therapy.,2016,10.1200/jco.2016.34.15_suppl.7066
pub.1063224896,"Fc-γ Receptor Polymorphisms, Cetuximab Therapy, and Survival in the NCIC CTG CO.17 Trial of Colorectal Cancer",2016,10.1158/1078-0432.ccr-15-0414
pub.1026068842,Endoscopic large balloon sphincteroplasty,2016,10.1111/ans.12599
pub.1041060662,HMGCR‐associated myositis: a New Zealand case series and estimate of incidence,2016,10.1111/imj.13023
pub.1044690895,A systematic review of non‐surgical treatments for lentigo maligna,2016,10.1111/jdv.13252
pub.1005369271,The incremental value of stress testing in patients with acute chest pain beyond serial cardiac troponin testing,2016,10.1136/emermed-2015-204823
pub.1040555787,Development of Preliminary Remission Criteria for Gout Using Delphi and 1000Minds Consensus Exercises,2016,10.1002/acr.22741
pub.1006058557,Centralization for pancreatic resection,2016,10.1111/ans.12688
pub.1031961099,The effect of titrated fentanyl on suppressed cough reflex in healthy adult volunteers,2016,10.1111/anae.13410
pub.1049348583,"Impact of integrated health system changes, accelerated due to an earthquake, on emergency department attendances and acute admissions: a Bayesian change-point analysis",2016,10.1136/bmjopen-2015-010709
pub.1008082124,Keratin-based products for effective wound care management in superficial and partial thickness burns injuries,2016,10.1016/j.burns.2015.10.024
pub.1079278058,Global Safe Anaesthesia and Surgery Initiatives: Implications for Anaesthesia in the Pacific Region,2016,10.1177/0310057x1604400318
pub.1003437025,Variation in Arterial Access for Invasive Coronary Procedures in New Zealand: A National Analysis (ANZACS-QI 5),2016,10.1016/j.hlc.2015.10.009
pub.1079292463,The costs of elective and emergency abdominal aortic aneurysm repair: a comparative single centre study.,2016,
pub.1006688852,Effect of Dexmedetomidine Added to Standard Care on Ventilator-Free Time in Patients With Agitated Delirium: A Randomized Clinical Trial,2016,10.1001/jama.2016.2707
pub.1069331316,External Validation of the Kidney Failure Risk Equation and Re-Calibration with Addition of Ultrasound Parameters,2016,10.2215/cjn.08110715
pub.1035521289,Progress in the management of retrorectal tumours,2016,10.1111/codi.13117
pub.1035136329,A Clinical Decision Rule to Identify Emergency Department Patients at Low Risk for Acute Coronary Syndrome Who Do Not Need Objective Coronary Artery Disease Testing: The No Objective Testing Rule,2016,10.1016/j.annemergmed.2015.08.006
pub.1001909216,"Analysing the effects of cold, normal, and warm digits on transmittance pulse oximetry",2016,10.1016/j.bspc.2015.12.006
pub.1004056626,Median nerve modulation: a novel approach to resistant hypertension,2016,10.1016/j.jash.2016.03.022
pub.1057361645,The Relationship between Preoperative Clinical Presentation and Quantitative MRI Features in Patients with Degenerative Cervical Myelopathy,2016,10.1055/s-0036-1582783
pub.1032477684,Malignancy and mesenteric panniculitis,2016,10.1111/codi.13154
pub.1008341187,Hepatectomy for CRC metastases,2016,10.1111/ans.13468
pub.1012685456,36th International Symposium on Intensive Care and Emergency Medicine,2016,10.1186/s13054-016-1208-6
pub.1030320928,An investigation of the relationship between latitude and multiple sclerosis severity in New Zealand,2016,10.1177/1352458515605909
pub.1023215610,"Radiology in the Christchurch earthquake of 22 February 2011: Challenges, interim processes and clinical priorities",2016,10.1111/1754-9485.12315
pub.1048813312,Complicated Pseudomeningocele Repair After Chiari Decompression: Case Report and Review of the Literature,2016,10.1016/j.wneu.2015.11.056
pub.1031119053,Antimicrobial use in children at a tertiary teaching hospital in New Zealand,2016,10.1016/j.ijid.2016.02.302
pub.1041575451,"Revisiting classification of pain from bone metastases as mild, moderate, or severe based on correlation with function and quality of life",2016,10.1007/s00520-015-2957-5
pub.1003785119,Two-Hour Algorithm for Triage toward Rule-Out and Rule-In of Acute Myocardial Infarction by Use of High-Sensitivity Cardiac Troponin I,2016,10.1373/clinchem.2015.249508
pub.1073074782,The Burns Registry of Australia and New Zealand: progressing the evidence base for burn care,2016,10.5694/mja15.00989
pub.1037434709,"Current management options for displaced intra-articular calcaneal fractures: Non-operative, ORIF, minimally invasive reduction and fixation or primary ORIF and subtalar arthrodesis. A contemporary review",2016,10.1016/j.fas.2015.10.003
pub.1020768795,Ten‐year review of GISTs,2016,10.1111/ans.12429
pub.1006486128,Predictors of 6-month and 3-year outcomes after psychological intervention for psychogenic non epileptic seizures,2016,10.1016/j.seizure.2015.12.016
pub.1004728083,Predictive model for survival in patients having repeat radiation treatment for painful bone metastases,2016,10.1016/j.radonc.2015.10.018
pub.1040960258,CA-014: Réduction supérieure de l'HbA1c avec l'insuline Peglispro (BIL) vs glargine (GL) dans une étude randomisée en double aveugle chez des patients diabètiques de type 1 (DT1) : IMAGINE 3,2016,10.1016/s1262-3636(16)30146-x
pub.1068164509,Responding to Acute Care Needs of Patients With Cancer: Recent Trends Across Continents,2016,10.1634/theoncologist.2014-0341
pub.1052007600,"Cediranib in patients with relapsed platinum-sensitive ovarian cancer (ICON6): a randomised, double-blind, placebo-controlled phase 3 trial",2016,10.1016/s0140-6736(15)01167-8
pub.1019707773,Case series: toxicity from 25B-NBOMe – a cluster of N-bomb cases,2016,10.3109/15563650.2015.1115056
pub.1083957163,SIRFLOX: Differences in site of first progression between mFOLFOX6 ± bevacizumab (bev) versus mFOLFOX6 ± bev + selective internal radiation therapy (SIRT) in first-line patients (pts) with metastatic colorectal cancer (mCRC).,2016,10.1200/jco.2016.34.4_suppl.637
pub.1083956874,A phase 1b study of the anti-cancer stem cell agent demcizumab (DEM) and gemcitabine (GEM) +/- nab-paclitaxel in patients with pancreatic cancer.,2016,10.1200/jco.2016.34.4_suppl.341
pub.1083956781,Hypertension as a predictor of outcome and treatment response to cetuximab: A retrospective analysis of NCIC CTG CO.17.,2016,10.1200/jco.2016.34.4_suppl.256
pub.1012418493,Case report of a forearm lipoblastoma,2016,10.1016/j.pathol.2015.12.186
pub.1079235022,A Twin-Center Study of Nasal Tip Numbness following Septorhinoplasty or Rhinoplasty,2016,10.1177/014556131609500206
pub.1001625921,Systematic Review and Meta-analysis of Factors Influencing Survival Following Abdominal Aortic Aneurysm Repair,2016,10.1016/j.ejvs.2015.09.007
pub.1021137545,A Sex Disparity Among Earthquake Victims,2016,10.1017/dmp.2015.81
pub.1048260447,Target-specific Oral Anticoagulants in the Emergency Department,2016,10.1016/j.jemermed.2015.02.052
pub.1042143775,Acute heart failure and cardiogenic shock: a multidisciplinary practical guidance,2016,10.1007/s00134-015-4041-5
pub.1032589930,Development of an ELISA-Based Competitive Binding Assay for the Analysis of Drug Concentration and Antidrug Antibody Levels in Patients Receiving Adalimumab or Infliximab,2016,10.1097/ftd.0000000000000229
pub.1038843387,A Polylactide Bioresorbable Scaffold Eluting Everolimus for Treatment of Coronary Stenosis 5-Year Follow-Up,2016,10.1016/j.jacc.2015.11.060
pub.1034137360,CRT-500.05 Median Nerve Modulation: A Novel Approach to Resistant Hypertension,2016,10.1016/j.jcin.2015.12.214
pub.1063954818,"The Parents’, Hospitalized Child’s, and Health Care Providers’ Perceptions and Experiences of Family-Centered Care Within a Pediatric Critical Care Setting",2016,10.1177/1074840715618193
pub.1029082438,Predicting allopurinol response in patients with gout,2016,10.1111/bcp.12799
pub.1006194575,Compassion fatigue in emergency medicine: The cost of caring,2016,10.1111/1742-6723.12533
pub.1050135137,Liquid based cytology in thyroid FNAs…controversial!?,2016,10.1016/j.pathol.2015.12.203
pub.1051979251,Eye movements in neurodegenerative diseases,2016,10.1097/wco.0000000000000274
pub.1051201728,Screening coagulation tests are underutilised in patients on dabigatran presenting with thromboembolic or haemorrhagic events,2016,10.1111/imj.12970
pub.1064033491,Use of the Off-the-Shelf t-Branch Device to Treat an Acute Type Ia Endoleak in a Symptomatic Juxtarenal Abdominal Aortic Aneurysm,2016,10.1177/1526602815618493
pub.1011217589,Analysis of haemolysis rates when comparing blood from intravenous catheter vs venepuncture in the emergency department setting,2016,10.1016/j.pathol.2015.12.246
pub.1048739781,An audit of frontline (F)ISH testing outside the Australian setting on HER2 positivity rates in breast cancer and the impact of the 2013 ASCO guidelines,2016,10.1016/j.pathol.2015.12.150
pub.1079233239,Causes of prolonged jaundice in infancy: 3-year experience in a tertiary paediatric centre.,2016,
pub.1024829686,Applied forensic sciences,2016,10.1002/9781118864418.ch11
pub.1039483410,Sex-specific versus overall cut points for a high sensitivity troponin I assay in predicting 1-year outcomes in emergency patients presenting with chest pain,2016,10.1136/heartjnl-2015-308506
pub.1071359808,Dialysis-Associated Telangiectasia: Case Report and Review of the Literature,2016,10.3747/pdi.2014.00320
pub.1035778719,Respiratory mechanics assessment for reverse-triggered breathing cycles using pressure reconstruction,2016,10.1016/j.bspc.2015.07.007
pub.1031601196,Surgery and Obstetric Care are Highly Cost-Effective Interventions in a Sub-Saharan African District Hospital: A Three-Month Single-Institution Study of Surgical Costs and Outcomes,2016,10.1007/s00268-015-3271-6
pub.1018863563,Allopurinol and kidney function: An update,2016,10.1016/j.jbspin.2015.03.013
pub.1044640392,CTG-repeat expansions in the DMPK gene do not cause takotsubo syndrome,2016,10.1016/j.ijcard.2015.10.112
pub.1026779897,Subannular tube insertion: anatomical considerations,2016,10.1017/s0022215115003072
pub.1021195238,Inherited determinants of Crohn's disease and ulcerative colitis phenotypes: a genetic association study,2016,10.1016/s0140-6736(15)00465-1
pub.1023915773,Towards a test to predict 5-fluorouracil toxicity: Pharmacokinetic data for thymine and two sequential metabolites following oral thymine administration to healthy adult males,2016,10.1016/j.ejps.2015.10.001
pub.1049782224,Evidence for lymphatic pathogenesis of endosalpingiosis,2016,10.1016/j.pathol.2015.11.004
pub.1051613580,Simplification of a scoring system maintained overall accuracy but decreased the proportion classified as low risk,2016,10.1016/j.jclinepi.2015.05.006
pub.1016606795,Metabolite ratios in the posterior cingulate cortex do not track cognitive decline in Parkinson's disease in a clinical setting,2016,10.1016/j.parkreldis.2015.11.008
pub.1024703602,Peer review report 1 on “Accurate triage of lower gastrointestinal bleed – Cohort study”,2016,10.1016/j.ijsu.2015.11.056
pub.1011771284,Cystoprostatectomy versus prostatectomy alone,2016,10.1111/ans.12808
pub.1042363461,"Using the variance function to estimate limit of blank, limit of detection and their confidence intervals",2016,10.1177/0004563215575560
pub.1036268744,Improvement in Risk Assessment and Management of Anticoagulation in Patients with AF in an Australasian Setting: Impact of a New Acute AF Pathway,2016,10.1016/j.hlc.2016.05.076
pub.1084819560,Medical student journals: Critical to the development of physician-scientists.,2016,10.4103/1357-6283.204220
pub.1036161165,Generalizability of a Nonlinear Model-based Glycemic Controller,2016,10.1016/j.ifacol.2016.07.115
pub.1008419131,Iterative Interpolative Pressure Reconstruction for Improved Respiratory Mechanics Estimation During Asynchronous Volume Controlled Ventilation,2016,10.1007/978-981-10-0266-3_27
pub.1044841176,Prediction of Sepsis Progression in Critical Illness Using Artificial Neural Network,2016,10.1007/978-981-10-0266-3_26
pub.1023975075,Improved Respiratory Mechanical Estimation During Pressure Controlled Mechanical Ventilation,2016,10.1007/978-981-10-0266-3_29
pub.1073071986,Snorkeling and Jones tubes,2016,10.5693/djo.02.2015.09.003
pub.1083418112,Autoimmune Hepatitis in the East and the West,2016,10.1159/000455177
pub.1026451087,Type IV acromioclavicular joint dislocation associated with a mid-shaft clavicle malunion,2016,10.4103/0973-6042.174518
pub.1003551701,Impact of a Heart Failure Discharge Pathway on Quality of Care Markers Among Heart Failure Patients Admitted to General Medicine,2016,10.1016/j.hlc.2016.05.051
pub.1024459511,"Timely Diagnosis of Acute Kidney Injury Using Kinetic eGFR and the Creatinine Excretion to Production Ratio, E/eG - Creatinine Can Be Useful!",2016,10.1159/000444456
pub.1024240556,Reduced Hospitalisation and Improved Documentation of Risk Stratification – Impact of a New Acute Atrial Fibrillation (AF) Pathway,2016,10.1016/j.hlc.2016.05.022
pub.1051756034,Assessment of Potential Live Kidney Donors and Computed Tomographic Renal Angiograms at Christchurch Hospital,2016,10.1155/2016/4924320
pub.1000231162,Best Albuminuria Measurement to Predict Cardiovascular and Renal Events,2016,10.1159/000446483
pub.1050809295,Chapter 27 Psychogenic nonepileptic seizures EEG and investigation,2016,10.1016/b978-0-12-801772-2.00027-8
pub.1014607102,Natural Disasters and the Risk of Cardiovascular Disease,2016,10.1007/978-981-287-206-7_19
pub.1090958126,Immersion pulmonary edema - facts and fancies.,2016,
pub.1011443521,Tricuspid Annular Plane Systolic Excursion (TAPSE) by 2-Dimensional (2D) Echocardiography,2016,10.1016/j.hlc.2016.05.010
